Tipo Test, Tipo Config. Cassa, Num Cassieri, Giorno, IC Tempo Attesa, IC Slowdown, IC SD Tempo Att, IC Abbandoni, IC Arrivi, Lungh. Fila Tollerata, Num Simulazioni, alpha
7, sperimentale_20_60_20, 1, lunedì, "[9.194343, 1.472713]", "[1.280359, 0.049373]", "[3445.097635, 2396.918899]", "[0.400000, 0.663325]", "[4116.500000, 66.169857]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, martedì, "[7.714842, 0.888082]", "[1.234974, 0.030323]", "[4146.590267, 2231.018531]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, mercoledì, "[9.954368, 1.589623]", "[1.303363, 0.053187]", "[1808.572555, 2728.434390]", "[0.300000, 0.640312]", "[4197.300000, 63.550059]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, giovedì, "[9.120958, 1.367859]", "[1.277715, 0.045397]", "[-280.149052, 2682.310298]", "[0.300000, 0.640312]", "[4173.500000, 67.225367]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, venerdì, "[8.644768, 1.083317]", "[1.263338, 0.037078]", "[1832.420790, 2780.712011]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, sabato, "[7.520730, 0.965736]", "[1.228932, 0.033026]", "[3925.496252, 2148.691547]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, domenica, "[6.681776, 0.893504]", "[1.203891, 0.029996]", "[5425.795204, 1749.270839]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, lunedì, "[9.140983, 1.474927]", "[1.279538, 0.049419]", "[3439.118189, 2390.482430]", "[0.400000, 0.663325]", "[4116.500000, 66.169857]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, martedì, "[7.672113, 0.888169]", "[1.234319, 0.030336]", "[4136.428988, 2226.563336]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, mercoledì, "[9.894954, 1.591589]", "[1.302443, 0.053229]", "[1816.846215, 2720.792728]", "[0.300000, 0.640312]", "[4197.300000, 63.550059]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, giovedì, "[9.065230, 1.369946]", "[1.276859, 0.045436]", "[-247.533972, 2664.100212]", "[0.300000, 0.640312]", "[4173.500000, 67.225367]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, venerdì, "[8.591191, 1.085266]", "[1.262510, 0.037116]", "[1843.087982, 2773.461915]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, sabato, "[7.478300, 0.966301]", "[1.228280, 0.033042]", "[3912.918748, 2142.145727]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, domenica, "[6.644282, 0.890276]", "[1.203307, 0.029949]", "[5400.011004, 1739.714561]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, lunedì, "[1.670172, 0.190615]", "[1.042249, 0.004417]", "[561.163702, 539.957014]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, martedì, "[1.470865, 0.159336]", "[1.037314, 0.003741]", "[755.709198, 515.904003]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, mercoledì, "[1.788810, 0.182359]", "[1.045118, 0.004253]", "[288.252464, 613.926666]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, giovedì, "[1.692040, 0.188961]", "[1.042520, 0.004198]", "[-95.213213, 663.196486]", "[0.000000, 0.000000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, venerdì, "[1.621320, 0.167225]", "[1.041022, 0.003673]", "[265.346633, 681.881893]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, sabato, "[1.456478, 0.164492]", "[1.036707, 0.003855]", "[740.944760, 459.635125]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, domenica, "[1.266012, 0.164357]", "[1.032229, 0.003800]", "[1048.432364, 279.327727]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, lunedì, "[1.655670, 0.188095]", "[1.042018, 0.004414]", "[556.179414, 544.102208]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, martedì, "[1.458863, 0.156530]", "[1.037126, 0.003714]", "[747.638450, 516.603707]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, mercoledì, "[1.772000, 0.180414]", "[1.044852, 0.004239]", "[283.788269, 611.677915]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, giovedì, "[1.675424, 0.186394]", "[1.042254, 0.004179]", "[-96.259404, 664.605267]", "[0.000000, 0.000000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, venerdì, "[1.606836, 0.164630]", "[1.040791, 0.003649]", "[257.432046, 683.481325]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, sabato, "[1.444189, 0.161231]", "[1.036512, 0.003817]", "[732.073231, 461.209591]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
7, sperimentale_20_60_20, 1, domenica, "[1.255064, 0.162606]", "[1.032055, 0.003794]", "[1035.965161, 277.663971]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, lunedì, "[338.804446, 3.155871]", "[8.703831, 0.093232]", "[169498.294284, 17565.096118]", "[1217.100000, 64.247101]", "[4116.500000, 66.169857]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, martedì, "[335.056060, 3.763140]", "[8.572735, 0.111735]", "[175864.349850, 20195.905778]", "[1083.800000, 62.662269]", "[3967.100000, 69.249477]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, mercoledì, "[340.937976, 2.908654]", "[8.774188, 0.111143]", "[167723.493260, 20678.276955]", "[1292.400000, 60.854252]", "[4197.300000, 63.550059]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, giovedì, "[343.034767, 3.210611]", "[8.863971, 0.115799]", "[160095.274897, 16971.272740]", "[1258.000000, 63.292970]", "[4173.500000, 67.225367]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, venerdì, "[342.746268, 3.051650]", "[8.854843, 0.096257]", "[168262.130507, 19027.826266]", "[1226.800000, 63.631439]", "[4146.900000, 66.390436]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, sabato, "[329.605327, 3.009108]", "[8.416143, 0.106595]", "[178041.962427, 22670.495577]", "[1044.500000, 56.830010]", "[3895.400000, 64.617645]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, domenica, "[309.031433, 5.068076]", "[7.816799, 0.122082]", "[198520.063668, 20276.469189]", "[866.000000, 50.901866]", "[3581.600000, 57.194755]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, lunedì, "[335.185329, 3.115099]", "[8.675513, 0.093805]", "[167231.217381, 18997.596436]", "[1217.100000, 64.247101]", "[4116.500000, 66.169857]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, martedì, "[331.964991, 3.915717]", "[8.548595, 0.113235]", "[173497.051723, 20634.036853]", "[1083.800000, 62.662269]", "[3967.100000, 69.249477]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, mercoledì, "[336.979046, 3.035027]", "[8.743042, 0.112571]", "[165937.605330, 22359.573662]", "[1292.400000, 60.854252]", "[4197.300000, 63.550059]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, giovedì, "[339.134798, 3.100115]", "[8.833357, 0.116218]", "[159130.380404, 18668.271977]", "[1258.000000, 63.292970]", "[4173.500000, 67.225367]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, venerdì, "[339.175466, 2.950849]", "[8.826796, 0.095614]", "[166648.245226, 20791.921286]", "[1226.800000, 63.631439]", "[4146.900000, 66.390436]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, sabato, "[326.540354, 3.067004]", "[8.392190, 0.108042]", "[175696.788693, 22664.986240]", "[1044.500000, 56.830010]", "[3895.400000, 64.617645]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, domenica, "[306.365918, 4.995036]", "[7.796140, 0.122194]", "[196060.516812, 20509.027258]", "[866.000000, 50.901866]", "[3581.600000, 57.194755]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, lunedì, "[168.918863, 2.477045]", "[3.785434, 0.062343]", "[68289.097514, 7410.871865]", "[705.800000, 23.198276]", "[4116.500000, 66.169857]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, martedì, "[171.028056, 2.324204]", "[3.789363, 0.042476]", "[62811.867391, 8182.041349]", "[646.300000, 21.166247]", "[3967.100000, 69.249477]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, mercoledì, "[167.464836, 2.230853]", "[3.778042, 0.056818]", "[70709.427425, 7642.711936]", "[735.800000, 26.641321]", "[4197.300000, 63.550059]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, giovedì, "[166.967049, 2.124942]", "[3.758944, 0.041742]", "[79933.685085, 5605.117863]", "[724.600000, 25.048752]", "[4173.500000, 67.225367]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, venerdì, "[167.715074, 2.093335]", "[3.753964, 0.042385]", "[78490.517192, 4445.654216]", "[713.500000, 26.431988]", "[4146.900000, 66.390436]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, sabato, "[170.438484, 2.915598]", "[3.775692, 0.044485]", "[61398.141921, 9210.656671]", "[623.300000, 18.847016]", "[3895.400000, 64.617645]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, domenica, "[170.074375, 5.261577]", "[3.754580, 0.071477]", "[70324.996214, 17271.504084]", "[523.000000, 20.278067]", "[3581.600000, 57.194755]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, lunedì, "[168.472054, 2.460466]", "[3.781853, 0.062637]", "[68104.141011, 7444.188893]", "[705.800000, 23.198276]", "[4116.500000, 66.169857]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, martedì, "[170.641392, 2.269080]", "[3.786258, 0.042348]", "[62581.702809, 8207.339701]", "[646.300000, 21.166247]", "[3967.100000, 69.249477]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, mercoledì, "[166.974046, 2.185830]", "[3.774119, 0.056950]", "[70620.972651, 7671.007405]", "[735.800000, 26.641321]", "[4197.300000, 63.550059]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, giovedì, "[166.490677, 2.086609]", "[3.755131, 0.041913]", "[79943.074522, 5520.718786]", "[724.600000, 25.048752]", "[4173.500000, 67.225367]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, venerdì, "[167.275512, 2.062780]", "[3.750452, 0.042475]", "[78403.966754, 4414.717527]", "[713.500000, 26.431988]", "[4146.900000, 66.390436]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, sabato, "[170.045006, 2.837590]", "[3.772540, 0.044128]", "[61159.797492, 9297.600642]", "[623.300000, 18.847016]", "[3895.400000, 64.617645]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, domenica, "[169.756750, 5.205569]", "[3.752042, 0.071079]", "[70018.701306, 17307.486506]", "[523.000000, 20.278067]", "[3581.600000, 57.194755]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, lunedì, "[63.492892, 4.480552]", "[2.128307, 0.084615]", "[32288.200962, 15652.147142]", "[67.300000, 9.706184]", "[4116.500000, 66.169857]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, martedì, "[55.317802, 4.482561]", "[1.975986, 0.077112]", "[36776.455338, 13122.232179]", "[36.700000, 9.381365]", "[3967.100000, 69.249477]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, mercoledì, "[67.685840, 5.446618]", "[2.205445, 0.103851]", "[24707.346174, 18140.353204]", "[77.000000, 13.579396]", "[4197.300000, 63.550059]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, giovedì, "[63.969851, 5.001743]", "[2.133814, 0.094119]", "[5902.006939, 15129.784856]", "[66.500000, 15.001667]", "[4173.500000, 67.225367]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, venerdì, "[61.190346, 5.792404]", "[2.082348, 0.096813]", "[18362.502334, 15192.797592]", "[52.800000, 13.869391]", "[4146.900000, 66.390436]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, sabato, "[54.497629, 5.276042]", "[1.960666, 0.091370]", "[36682.559137, 13528.227482]", "[36.300000, 9.757561]", "[3895.400000, 64.617645]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, domenica, "[47.519207, 4.609182]", "[1.841294, 0.080928]", "[46486.969582, 11607.563423]", "[25.200000, 8.109254]", "[3581.600000, 57.194755]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, lunedì, "[63.440607, 4.498524]", "[2.127910, 0.084745]", "[32235.318547, 15687.310990]", "[67.300000, 9.706184]", "[4116.500000, 66.169857]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, martedì, "[55.275345, 4.489178]", "[1.975662, 0.077160]", "[36720.773705, 13158.834585]", "[36.700000, 9.381365]", "[3967.100000, 69.249477]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, mercoledì, "[67.627097, 5.460762]", "[2.204997, 0.103959]", "[24674.053128, 18187.104488]", "[77.000000, 13.579396]", "[4197.300000, 63.550059]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, giovedì, "[63.916129, 5.005115]", "[2.133405, 0.094152]", "[5878.665530, 15160.124734]", "[66.500000, 15.001667]", "[4173.500000, 67.225367]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, venerdì, "[61.141704, 5.800658]", "[2.081978, 0.096882]", "[18317.559308, 15234.978642]", "[52.800000, 13.869391]", "[4146.900000, 66.390436]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, sabato, "[54.455041, 5.282198]", "[1.960343, 0.091410]", "[36625.690424, 13561.529173]", "[36.300000, 9.757561]", "[3895.400000, 64.617645]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, domenica, "[47.481596, 4.615455]", "[1.841011, 0.080979]", "[46427.897584, 11636.314339]", "[25.200000, 8.109254]", "[3581.600000, 57.194755]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, lunedì, "[63.432511, 4.503697]", "[2.127843, 0.084780]", "[32224.049416, 15696.251005]", "[67.300000, 9.706184]", "[4116.500000, 66.169857]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, martedì, "[55.269752, 4.490188]", "[1.975615, 0.077164]", "[36707.944075, 13168.487639]", "[36.700000, 9.381365]", "[3967.100000, 69.249477]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, mercoledì, "[67.619708, 5.463665]", "[2.204935, 0.103979]", "[24663.425333, 18194.061511]", "[77.000000, 13.579396]", "[4197.300000, 63.550059]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, giovedì, "[63.909576, 5.006232]", "[2.133348, 0.094158]", "[5872.107038, 15168.287375]", "[66.500000, 15.001667]", "[4173.500000, 67.225367]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, venerdì, "[61.135930, 5.801354]", "[2.081926, 0.096885]", "[18307.936556, 15244.806132]", "[52.800000, 13.869391]", "[4146.900000, 66.390436]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, sabato, "[54.450003, 5.282782]", "[1.960298, 0.091411]", "[36615.153394, 13569.871995]", "[36.300000, 9.757561]", "[3895.400000, 64.617645]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, domenica, "[47.476075, 4.615094]", "[1.840962, 0.080968]", "[46415.584884, 11639.189466]", "[25.200000, 8.109254]", "[3581.600000, 57.194755]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, lunedì, "[55.857877, 4.158396]", "[1.887158, 0.063421]", "[29377.089658, 15417.597399]", "[66.900000, 9.669023]", "[4116.500000, 66.169857]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, martedì, "[49.027431, 4.304734]", "[1.777193, 0.067079]", "[33342.781926, 13121.590289]", "[36.700000, 9.381365]", "[3967.100000, 69.249477]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, mercoledì, "[59.376173, 4.702931]", "[1.943120, 0.072075]", "[23180.128812, 18396.288721]", "[76.700000, 13.594484]", "[4197.300000, 63.550059]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, giovedì, "[56.427668, 4.467716]", "[1.895426, 0.070638]", "[6148.740879, 15341.272679]", "[66.200000, 15.038617]", "[4173.500000, 67.225367]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, venerdì, "[54.093186, 5.592979]", "[1.857983, 0.084693]", "[16767.588111, 15515.665690]", "[52.800000, 13.869391]", "[4146.900000, 66.390436]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, sabato, "[48.389165, 4.961966]", "[1.767361, 0.076827]", "[33458.847154, 13259.303270]", "[36.300000, 9.757561]", "[3895.400000, 64.617645]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, domenica, "[42.073637, 4.328702]", "[1.669025, 0.068885]", "[42059.700528, 11724.062559]", "[25.200000, 8.109254]", "[3581.600000, 57.194755]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, lunedì, "[55.857684, 4.158647]", "[1.887156, 0.063424]", "[29376.589260, 15418.036308]", "[66.900000, 9.669023]", "[4116.500000, 66.169857]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, martedì, "[49.027182, 4.304995]", "[1.777190, 0.067081]", "[33342.123306, 13122.146714]", "[36.700000, 9.381365]", "[3967.100000, 69.249477]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, mercoledì, "[59.375749, 4.703356]", "[1.943116, 0.072079]", "[23179.038857, 18397.650320]", "[76.700000, 13.594484]", "[4197.300000, 63.550059]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, giovedì, "[56.427287, 4.467850]", "[1.895423, 0.070639]", "[6147.757061, 15342.752529]", "[66.200000, 15.038617]", "[4173.500000, 67.225367]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, venerdì, "[54.092615, 5.593586]", "[1.857977, 0.084698]", "[16766.109507, 15517.442393]", "[52.800000, 13.869391]", "[4146.900000, 66.390436]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, sabato, "[48.388785, 4.962425]", "[1.767357, 0.076831]", "[33457.829875, 13260.575842]", "[36.300000, 9.757561]", "[3895.400000, 64.617645]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, domenica, "[42.073170, 4.328726]", "[1.669020, 0.068885]", "[42058.407534, 11724.024830]", "[25.200000, 8.109254]", "[3581.600000, 57.194755]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, lunedì, "[6.863922, 0.690533]", "[1.126267, 0.011631]", "[1712.335679, 1697.778806]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, martedì, "[5.748769, 0.566559]", "[1.106694, 0.009949]", "[2598.644863, 1475.425490]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, mercoledì, "[7.434539, 0.891452]", "[1.136348, 0.014473]", "[531.581556, 2954.104367]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, giovedì, "[7.213306, 0.950891]", "[1.131676, 0.015386]", "[-2147.259585, 3440.661154]", "[0.100000, 0.300000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, venerdì, "[6.741771, 0.827747]", "[1.123669, 0.013393]", "[133.617066, 3202.808071]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, sabato, "[5.714618, 0.625253]", "[1.105739, 0.010513]", "[2599.402935, 1866.315674]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, domenica, "[5.069845, 0.404238]", "[1.093896, 0.007465]", "[3964.397790, 1276.717445]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, lunedì, "[6.863922, 0.690533]", "[1.126267, 0.011631]", "[1712.335679, 1697.778806]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, martedì, "[5.748769, 0.566559]", "[1.106694, 0.009949]", "[2598.644863, 1475.425490]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, mercoledì, "[7.434539, 0.891452]", "[1.136348, 0.014473]", "[531.581556, 2954.104367]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, giovedì, "[7.213306, 0.950891]", "[1.131676, 0.015386]", "[-2147.259585, 3440.661154]", "[0.100000, 0.300000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, venerdì, "[6.741771, 0.827747]", "[1.123669, 0.013393]", "[133.617066, 3202.808071]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, sabato, "[5.714618, 0.625253]", "[1.105739, 0.010513]", "[2599.402935, 1866.315674]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
8, sperimentale_20_20_60, 1, domenica, "[5.069845, 0.404238]", "[1.093896, 0.007465]", "[3964.397790, 1276.717445]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, lunedì, "[153.063034, 2.672815]", "[3.293294, 0.051073]", "[54046.818930, 14991.603545]", "[636.800000, 33.011513]", "[4116.500000, 66.169857]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, martedì, "[152.412891, 3.555985]", "[3.252261, 0.045963]", "[56860.099337, 18642.687426]", "[566.200000, 31.269154]", "[3967.100000, 69.249477]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, mercoledì, "[153.654460, 2.682186]", "[3.317973, 0.049427]", "[55219.991803, 15506.632169]", "[675.000000, 33.087762]", "[4197.300000, 63.550059]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, giovedì, "[152.685873, 3.206364]", "[3.290743, 0.041208]", "[56984.736335, 12257.988894]", "[656.300000, 32.348261]", "[4173.500000, 67.225367]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, venerdì, "[153.504357, 2.497877]", "[3.290765, 0.039681]", "[60517.057809, 12336.270137]", "[641.000000, 29.846273]", "[4146.900000, 66.390436]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, sabato, "[148.082047, 3.541299]", "[3.194097, 0.050155]", "[59427.336717, 17178.508659]", "[539.500000, 27.288276]", "[3895.400000, 64.617645]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, domenica, "[137.598179, 4.093024]", "[3.025587, 0.036229]", "[93964.858526, 11618.913718]", "[443.200000, 23.574563]", "[3581.600000, 57.194755]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, lunedì, "[144.280881, 3.155823]", "[3.018841, 0.029659]", "[50051.287135, 16760.865367]", "[634.600000, 32.653331]", "[4116.500000, 66.169857]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, martedì, "[145.473500, 3.689952]", "[3.031650, 0.044677]", "[52101.659799, 19055.259351]", "[562.600000, 27.666586]", "[3967.100000, 69.249477]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, mercoledì, "[144.224472, 3.875753]", "[3.018789, 0.038150]", "[52934.134780, 16055.866320]", "[673.200000, 34.907879]", "[4197.300000, 63.550059]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, giovedì, "[144.245038, 3.970098]", "[3.017229, 0.039756]", "[56800.368840, 11872.621066]", "[657.100000, 34.648088]", "[4173.500000, 67.225367]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, venerdì, "[145.088764, 2.969682]", "[3.029911, 0.035741]", "[57656.100937, 12885.961169]", "[638.900000, 28.019458]", "[4146.900000, 66.390436]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, sabato, "[141.131937, 3.832916]", "[2.975904, 0.048211]", "[55900.231483, 19198.770857]", "[540.100000, 26.055518]", "[3895.400000, 64.617645]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, domenica, "[131.473615, 4.712499]", "[2.835368, 0.047755]", "[88196.209304, 12117.428602]", "[441.800000, 22.193693]", "[3581.600000, 57.194755]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, lunedì, "[68.305887, 4.221360]", "[1.975089, 0.055677]", "[40082.530893, 14070.128957]", "[138.300000, 16.775279]", "[4116.500000, 66.169857]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, martedì, "[63.544349, 3.703430]", "[1.906218, 0.048654]", "[46489.508651, 11109.548323]", "[92.800000, 15.929846]", "[3967.100000, 69.249477]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, mercoledì, "[70.816444, 4.787648]", "[2.010495, 0.066322]", "[27446.427262, 13732.145626]", "[152.900000, 15.896226]", "[4197.300000, 63.550059]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, giovedì, "[69.863951, 3.690580]", "[1.994875, 0.048120]", "[10808.630801, 15514.328977]", "[138.700000, 16.516961]", "[4173.500000, 67.225367]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, venerdì, "[68.062988, 4.465647]", "[1.968688, 0.059248]", "[21259.439608, 14699.294850]", "[118.200000, 14.810807]", "[4146.900000, 66.390436]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, sabato, "[61.565960, 3.359436]", "[1.880593, 0.043532]", "[45788.373303, 8660.916517]", "[89.500000, 14.691834]", "[3895.400000, 64.617645]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, domenica, "[54.863566, 3.161531]", "[1.789539, 0.043183]", "[49729.908299, 5744.655488]", "[66.900000, 13.456968]", "[3581.600000, 57.194755]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, lunedì, "[67.251914, 4.400882]", "[1.945094, 0.058129]", "[39560.002398, 14024.344653]", "[137.200000, 17.232527]", "[4116.500000, 66.169857]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, martedì, "[62.252128, 3.830375]", "[1.875174, 0.049507]", "[45651.760472, 10759.795037]", "[92.000000, 15.119524]", "[3967.100000, 69.249477]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, mercoledì, "[69.668124, 4.777904]", "[1.977074, 0.064861]", "[27298.314028, 14208.345183]", "[153.000000, 16.254230]", "[4197.300000, 63.550059]", 10, 10, 0.050000
