Tipo Test, Tipo Config. Cassa, Num Cassieri, Giorno, IC Tempo Attesa, IC Slowdown, IC SD Tempo Att, IC Abbandoni, IC Arrivi, Lungh. Fila Tollerata, Num Simulazioni, alpha
9, sperimentale_leggera_condivisa, 1, giovedì, "[69.071682, 3.944261]", "[1.968389, 0.051142]", "[11307.994520, 15726.559816]", "[138.100000, 16.220049]", "[4173.500000, 67.225367]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, venerdì, "[67.038549, 4.400038]", "[1.939126, 0.057527]", "[20846.947430, 14828.628310]", "[117.700000, 15.159485]", "[4146.900000, 66.390436]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, sabato, "[60.641251, 3.149189]", "[1.854053, 0.038861]", "[45336.189325, 8627.453114]", "[88.600000, 14.319218]", "[3895.400000, 64.617645]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, domenica, "[53.895042, 3.074218]", "[1.764617, 0.041361]", "[48833.182414, 5839.356806]", "[66.800000, 13.680643]", "[3581.600000, 57.194755]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, lunedì, "[19.582668, 1.163323]", "[1.295256, 0.015466]", "[6651.515166, 4428.931446]", "[4.600000, 2.537716]", "[4116.500000, 66.169857]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, martedì, "[16.478152, 0.818050]", "[1.253683, 0.010883]", "[8804.138812, 4071.896864]", "[1.200000, 1.536229]", "[3967.100000, 69.249477]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, mercoledì, "[21.125290, 1.066486]", "[1.317120, 0.014412]", "[4150.828606, 4886.597753]", "[5.900000, 4.742362]", "[4197.300000, 63.550059]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, giovedì, "[20.066360, 0.816833]", "[1.302640, 0.008624]", "[-2747.860642, 4975.382526]", "[6.600000, 4.841487]", "[4173.500000, 67.225367]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, venerdì, "[18.921926, 0.790447]", "[1.287662, 0.010336]", "[2251.838362, 5358.926757]", "[3.900000, 3.269557]", "[4146.900000, 66.390436]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, sabato, "[16.323535, 0.922693]", "[1.251891, 0.011947]", "[8898.453413, 3520.489718]", "[1.100000, 1.044031]", "[3895.400000, 64.617645]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, domenica, "[14.854057, 1.254432]", "[1.230661, 0.017097]", "[13091.869865, 3838.336679]", "[0.900000, 1.374773]", "[3581.600000, 57.194755]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, lunedì, "[19.465701, 1.165529]", "[1.291907, 0.015332]", "[6590.272046, 4380.980967]", "[4.500000, 2.539685]", "[4116.500000, 66.169857]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, martedì, "[16.370179, 0.827988]", "[1.250781, 0.011167]", "[8771.339188, 4043.966582]", "[1.200000, 1.536229]", "[3967.100000, 69.249477]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, mercoledì, "[20.962368, 1.082342]", "[1.312900, 0.014575]", "[4142.001123, 4818.688082]", "[5.900000, 4.742362]", "[4197.300000, 63.550059]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, giovedì, "[19.953097, 0.813604]", "[1.299232, 0.008417]", "[-2668.225339, 4927.546876]", "[6.600000, 4.841487]", "[4173.500000, 67.225367]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, venerdì, "[18.784332, 0.758676]", "[1.284177, 0.009894]", "[2223.049064, 5330.560639]", "[3.800000, 3.059412]", "[4146.900000, 66.390436]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, sabato, "[16.233854, 0.919767]", "[1.249362, 0.011928]", "[8840.300743, 3527.398850]", "[1.100000, 1.044031]", "[3895.400000, 64.617645]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, domenica, "[14.781393, 1.260834]", "[1.228586, 0.017190]", "[12991.008099, 3845.227808]", "[0.900000, 1.374773]", "[3581.600000, 57.194755]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, lunedì, "[19.442089, 1.164957]", "[1.291199, 0.015359]", "[6576.779912, 4376.178997]", "[4.500000, 2.539685]", "[4116.500000, 66.169857]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, martedì, "[16.354856, 0.827612]", "[1.250373, 0.011227]", "[8749.333761, 4030.111859]", "[1.200000, 1.536229]", "[3967.100000, 69.249477]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, mercoledì, "[20.925335, 1.070388]", "[1.311936, 0.014397]", "[4135.922586, 4831.065083]", "[5.900000, 4.742362]", "[4197.300000, 63.550059]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, giovedì, "[19.916484, 0.820592]", "[1.298330, 0.008692]", "[-2614.699734, 4886.894941]", "[6.600000, 4.841487]", "[4173.500000, 67.225367]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, venerdì, "[18.765984, 0.757642]", "[1.283594, 0.009869]", "[2228.509047, 5324.177245]", "[3.800000, 3.059412]", "[4146.900000, 66.390436]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, sabato, "[16.217282, 0.927525]", "[1.248871, 0.012093]", "[8859.677996, 3521.058512]", "[1.100000, 1.044031]", "[3895.400000, 64.617645]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, domenica, "[14.768103, 1.262209]", "[1.228165, 0.017230]", "[12973.584731, 3849.540206]", "[0.900000, 1.374773]", "[3581.600000, 57.194755]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, lunedì, "[6.808950, 0.326647]", "[1.113746, 0.003846]", "[1927.982595, 1460.467459]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, martedì, "[5.948077, 0.282567]", "[1.102106, 0.003949]", "[2850.150145, 1258.496206]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, mercoledì, "[7.341211, 0.413932]", "[1.122013, 0.005579]", "[936.625407, 1885.998832]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, giovedì, "[7.199877, 0.394308]", "[1.119616, 0.004875]", "[-1564.201064, 2479.906636]", "[0.100000, 0.300000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, venerdì, "[6.765211, 0.349740]", "[1.113661, 0.005002]", "[447.670367, 2338.282109]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, sabato, "[5.875428, 0.259394]", "[1.100664, 0.003785]", "[2896.199427, 1073.499858]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, domenica, "[5.312906, 0.351797]", "[1.091677, 0.004732]", "[4430.263645, 1032.908580]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, lunedì, "[6.809115, 0.328766]", "[1.113703, 0.003868]", "[1930.319777, 1461.174525]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, martedì, "[5.947133, 0.283120]", "[1.102072, 0.003954]", "[2851.862127, 1259.079176]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, mercoledì, "[7.339107, 0.414091]", "[1.121938, 0.005582]", "[938.140273, 1887.871214]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, giovedì, "[7.192186, 0.391860]", "[1.119434, 0.004855]", "[-1540.038847, 2478.698173]", "[0.100000, 0.300000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, venerdì, "[6.759736, 0.346591]", "[1.113531, 0.004972]", "[450.919204, 2340.302405]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, sabato, "[5.874618, 0.259602]", "[1.100631, 0.003783]", "[2895.903759, 1073.425898]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, domenica, "[5.311770, 0.352106]", "[1.091636, 0.004732]", "[4428.476295, 1034.734809]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, lunedì, "[2.947816, 0.137507]", "[1.052675, 0.002586]", "[838.961610, 681.133543]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, martedì, "[2.533098, 0.109685]", "[1.046073, 0.001916]", "[1343.909424, 542.896724]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, mercoledì, "[3.169690, 0.156446]", "[1.056307, 0.002180]", "[308.823195, 833.314501]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, giovedì, "[3.092415, 0.169738]", "[1.055037, 0.002894]", "[-752.319166, 1028.979386]", "[0.000000, 0.000000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, venerdì, "[2.909749, 0.154964]", "[1.052121, 0.002790]", "[76.928932, 919.857778]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, sabato, "[2.514246, 0.139708]", "[1.045807, 0.002382]", "[1383.619105, 507.398387]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, domenica, "[2.267331, 0.122112]", "[1.041459, 0.001945]", "[2056.081019, 362.075118]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, lunedì, "[2.947816, 0.137507]", "[1.052675, 0.002586]", "[838.961610, 681.133543]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, martedì, "[2.533098, 0.109685]", "[1.046073, 0.001916]", "[1343.909424, 542.896724]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, mercoledì, "[3.169619, 0.156505]", "[1.056304, 0.002184]", "[308.642856, 833.570734]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, giovedì, "[3.092060, 0.169974]", "[1.055029, 0.002896]", "[-748.739549, 1027.402471]", "[0.000000, 0.000000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, venerdì, "[2.909319, 0.155399]", "[1.052110, 0.002800]", "[80.005236, 919.500327]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, sabato, "[2.514246, 0.139708]", "[1.045807, 0.002382]", "[1383.619105, 507.398387]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
9, sperimentale_leggera_condivisa, 1, domenica, "[2.267248, 0.122256]", "[1.041455, 0.001951]", "[2055.852724, 362.589240]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, lunedì, "[165.298810, 5.737291]", "[4.958583, 0.123534]", "[74538.747372, 21781.227005]", "[588.400000, 53.959615]", "[4116.500000, 66.169857]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, martedì, "[151.874417, 5.672675]", "[4.717756, 0.121621]", "[86998.647271, 24486.260066]", "[472.200000, 50.930934]", "[3967.100000, 69.249477]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, mercoledì, "[172.934396, 7.603303]", "[5.122909, 0.145358]", "[64981.591016, 20498.510286]", "[646.800000, 64.398447]", "[4197.300000, 63.550059]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, giovedì, "[168.123316, 7.472747]", "[5.043922, 0.156329]", "[33787.029003, 27740.211794]", "[607.900000, 64.662895]", "[4173.500000, 67.225367]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, venerdì, "[165.448229, 6.861329]", "[4.995208, 0.139734]", "[52237.161056, 24836.053532]", "[572.200000, 55.666507]", "[4146.900000, 66.390436]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, sabato, "[149.745545, 4.353494]", "[4.652435, 0.088864]", "[89469.898120, 20035.368523]", "[460.800000, 46.600000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, domenica, "[134.402439, 4.944150]", "[4.307413, 0.093773]", "[114875.799509, 10292.535981]", "[371.800000, 44.714204]", "[3581.600000, 57.194755]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, lunedì, "[115.360012, 5.527094]", "[4.123527, 0.133873]", "[46249.787240, 18913.568969]", "[493.500000, 55.678093]", "[4116.500000, 66.169857]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, martedì, "[111.011064, 5.594501]", "[4.016579, 0.149258]", "[56860.133213, 19407.171520]", "[415.400000, 52.069569]", "[3967.100000, 69.249477]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, mercoledì, "[118.977246, 5.656713]", "[4.215326, 0.139867]", "[41402.533984, 16727.723604]", "[537.200000, 61.390227]", "[4197.300000, 63.550059]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, giovedì, "[119.002528, 5.496257]", "[4.214746, 0.141498]", "[25047.975143, 20477.222360]", "[517.100000, 62.593051]", "[4173.500000, 67.225367]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, venerdì, "[117.873673, 4.979837]", "[4.201170, 0.128082]", "[31426.051419, 20953.117738]", "[481.300000, 56.889454]", "[4146.900000, 66.390436]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, sabato, "[109.643989, 4.540855]", "[3.984686, 0.124064]", "[59352.965838, 18045.858528]", "[394.000000, 42.839234]", "[3895.400000, 64.617645]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, domenica, "[100.564504, 3.616167]", "[3.731096, 0.084870]", "[77747.517097, 13132.939419]", "[327.100000, 44.372176]", "[3581.600000, 57.194755]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, lunedì, "[42.718042, 3.161911]", "[2.145382, 0.085938]", "[19447.009146, 9313.348420]", "[50.300000, 15.550241]", "[4116.500000, 66.169857]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, martedì, "[38.225677, 2.866784]", "[2.026408, 0.079759]", "[21187.770138, 8307.796069]", "[30.400000, 9.707729]", "[3967.100000, 69.249477]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, mercoledì, "[44.549536, 3.022658]", "[2.190103, 0.080673]", "[13551.701415, 10203.672865]", "[63.300000, 17.129215]", "[4197.300000, 63.550059]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, giovedì, "[43.073635, 2.629009]", "[2.149842, 0.069546]", "[3341.375194, 9080.830186]", "[54.000000, 14.064139]", "[4173.500000, 67.225367]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, venerdì, "[41.215123, 3.028283]", "[2.104967, 0.081655]", "[11039.705736, 8927.047228]", "[45.600000, 13.792752]", "[4146.900000, 66.390436]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, sabato, "[37.355058, 2.881497]", "[2.003041, 0.079039]", "[21499.117364, 8067.000187]", "[27.500000, 11.146748]", "[3895.400000, 64.617645]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, domenica, "[34.480152, 3.475583]", "[1.925353, 0.097209]", "[28588.608462, 7647.815950]", "[21.500000, 11.893275]", "[3581.600000, 57.194755]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, lunedì, "[39.541189, 3.179688]", "[2.084918, 0.090332]", "[18692.988194, 9391.144104]", "[46.300000, 14.920121]", "[4116.500000, 66.169857]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, martedì, "[35.868367, 2.888651]", "[1.981685, 0.081939]", "[20172.944468, 8272.831300]", "[28.800000, 9.097252]", "[3967.100000, 69.249477]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, mercoledì, "[40.899351, 2.606221]", "[2.120109, 0.072533]", "[12971.230715, 10104.240294]", "[60.000000, 13.985707]", "[4197.300000, 63.550059]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, giovedì, "[39.511145, 2.087825]", "[2.080289, 0.058237]", "[4434.053721, 9602.748918]", "[52.800000, 14.126571]", "[4173.500000, 67.225367]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, venerdì, "[38.269187, 2.683980]", "[2.048401, 0.074222]", "[11179.014401, 8802.646732]", "[42.800000, 12.812494]", "[4146.900000, 66.390436]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, sabato, "[35.005863, 2.918785]", "[1.958420, 0.081573]", "[20447.355276, 7827.324583]", "[26.700000, 10.402404]", "[3895.400000, 64.617645]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, domenica, "[32.096070, 3.329800]", "[1.879583, 0.093716]", "[26066.697646, 7774.293485]", "[20.300000, 10.705606]", "[3581.600000, 57.194755]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, lunedì, "[14.384923, 0.878667]", "[1.386964, 0.027135]", "[4711.887116, 3164.726216]", "[0.900000, 0.943398]", "[4116.500000, 66.169857]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, martedì, "[12.974631, 0.821984]", "[1.348402, 0.025910]", "[6738.666271, 2775.803812]", "[0.300000, 0.458258]", "[3967.100000, 69.249477]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, mercoledì, "[15.237180, 0.818802]", "[1.410155, 0.026052]", "[2709.667866, 3710.950087]", "[1.200000, 1.400000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, giovedì, "[14.841605, 0.771572]", "[1.398892, 0.024341]", "[-371.943228, 4188.891812]", "[1.000000, 1.183216]", "[4173.500000, 67.225367]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, venerdì, "[14.103720, 0.790318]", "[1.379240, 0.024919]", "[2498.275937, 3793.638721]", "[1.200000, 1.720465]", "[4146.900000, 66.390436]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, sabato, "[12.844199, 0.810889]", "[1.344642, 0.025788]", "[6669.449630, 2531.618646]", "[0.400000, 0.663325]", "[3895.400000, 64.617645]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, domenica, "[11.702436, 0.846904]", "[1.313797, 0.026038]", "[9142.233062, 2447.921188]", "[0.300000, 0.640312]", "[3581.600000, 57.194755]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, lunedì, "[14.087644, 0.873832]", "[1.381466, 0.027317]", "[4597.031192, 3158.341635]", "[0.900000, 0.943398]", "[4116.500000, 66.169857]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, martedì, "[12.761157, 0.814261]", "[1.344313, 0.025768]", "[6600.879171, 2783.498968]", "[0.300000, 0.458258]", "[3967.100000, 69.249477]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, mercoledì, "[14.871894, 0.823934]", "[1.403295, 0.026444]", "[2745.825956, 3783.836859]", "[1.200000, 1.400000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, giovedì, "[14.511552, 0.826721]", "[1.392734, 0.026057]", "[-11.060606, 4263.011292]", "[1.000000, 1.183216]", "[4173.500000, 67.225367]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, venerdì, "[13.845998, 0.781805]", "[1.374710, 0.024850]", "[2487.536834, 3796.012171]", "[1.200000, 1.720465]", "[4146.900000, 66.390436]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, sabato, "[12.631959, 0.802403]", "[1.340603, 0.025577]", "[6557.337744, 2550.174283]", "[0.400000, 0.663325]", "[3895.400000, 64.617645]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, domenica, "[11.525364, 0.887386]", "[1.310615, 0.026988]", "[8922.369365, 2470.553924]", "[0.300000, 0.640312]", "[3581.600000, 57.194755]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, lunedì, "[14.010263, 0.891351]", "[1.379966, 0.027795]", "[4583.185236, 3186.079429]", "[0.900000, 0.943398]", "[4116.500000, 66.169857]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, martedì, "[12.711350, 0.827377]", "[1.343333, 0.026109]", "[6565.523191, 2792.747020]", "[0.300000, 0.458258]", "[3967.100000, 69.249477]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, mercoledì, "[14.787667, 0.825842]", "[1.401716, 0.026557]", "[2767.719345, 3796.081096]", "[1.200000, 1.400000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, giovedì, "[14.433828, 0.863354]", "[1.391353, 0.027066]", "[100.178957, 4233.416466]", "[1.000000, 1.183216]", "[4173.500000, 67.225367]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, venerdì, "[13.779041, 0.780697]", "[1.373512, 0.024773]", "[2536.866138, 3769.664367]", "[1.200000, 1.720465]", "[4146.900000, 66.390436]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, sabato, "[12.589102, 0.818826]", "[1.339820, 0.025983]", "[6550.131946, 2555.490571]", "[0.400000, 0.663325]", "[3895.400000, 64.617645]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, domenica, "[11.486922, 0.894151]", "[1.309927, 0.027133]", "[8883.839865, 2480.247701]", "[0.300000, 0.640312]", "[3581.600000, 57.194755]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, lunedì, "[6.392516, 0.337835]", "[1.169681, 0.010703]", "[2081.034690, 1387.937212]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, martedì, "[5.745568, 0.323308]", "[1.151875, 0.010323]", "[2884.733302, 1335.199963]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, mercoledì, "[6.619112, 0.354803]", "[1.176089, 0.010829]", "[1113.854181, 1551.911280]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, giovedì, "[6.420886, 0.356429]", "[1.170113, 0.011273]", "[-113.504909, 1745.958864]", "[0.000000, 0.000000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, venerdì, "[6.232630, 0.330461]", "[1.164850, 0.010685]", "[1050.259141, 1643.130310]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, sabato, "[5.707365, 0.375813]", "[1.150863, 0.011706]", "[3079.834531, 1147.107213]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, domenica, "[5.088484, 0.408557]", "[1.134658, 0.011497]", "[4325.935570, 921.588664]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, lunedì, "[6.388190, 0.342030]", "[1.169598, 0.010775]", "[2081.345773, 1392.899337]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, martedì, "[5.744095, 0.324783]", "[1.151848, 0.010351]", "[2881.696070, 1339.009023]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, mercoledì, "[6.616223, 0.356823]", "[1.176042, 0.010863]", "[1111.572534, 1554.708296]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, giovedì, "[6.418348, 0.358101]", "[1.170070, 0.011303]", "[-113.888779, 1748.857081]", "[0.000000, 0.000000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, venerdì, "[6.230525, 0.332005]", "[1.164815, 0.010710]", "[1049.105451, 1647.918100]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, sabato, "[5.705996, 0.377243]", "[1.150837, 0.011731]", "[3077.097186, 1149.950675]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, domenica, "[5.086632, 0.410055]", "[1.134625, 0.011528]", "[4321.857209, 925.688554]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, lunedì, "[3.077223, 0.158373]", "[1.080051, 0.005218]", "[941.135950, 730.858724]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, martedì, "[2.707294, 0.188340]", "[1.070079, 0.004998]", "[1397.099323, 670.705653]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, mercoledì, "[3.232669, 0.190038]", "[1.084269, 0.005608]", "[496.425039, 776.684648]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, giovedì, "[3.082461, 0.156219]", "[1.080093, 0.004559]", "[-367.608829, 960.564968]", "[0.000000, 0.000000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, venerdì, "[2.960820, 0.170595]", "[1.077045, 0.004883]", "[385.994608, 991.529531]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, sabato, "[2.641458, 0.196398]", "[1.068244, 0.005302]", "[1484.637779, 764.845394]", "[0.000000, 0.000000]", "[3895.400000, 64.617645]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, domenica, "[2.370251, 0.207215]", "[1.061107, 0.005667]", "[2170.814306, 369.260867]", "[0.000000, 0.000000]", "[3581.600000, 57.194755]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, lunedì, "[3.077223, 0.158373]", "[1.080051, 0.005218]", "[941.135950, 730.858724]", "[0.000000, 0.000000]", "[4116.500000, 66.169857]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, martedì, "[2.707294, 0.188340]", "[1.070079, 0.004998]", "[1397.099323, 670.705653]", "[0.000000, 0.000000]", "[3967.100000, 69.249477]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, mercoledì, "[3.232669, 0.190038]", "[1.084269, 0.005608]", "[496.425039, 776.684648]", "[0.000000, 0.000000]", "[4197.300000, 63.550059]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, giovedì, "[3.082461, 0.156219]", "[1.080093, 0.004559]", "[-367.608829, 960.564968]", "[0.000000, 0.000000]", "[4173.500000, 67.225367]", 10, 10, 0.050000
10, sperimentale_media_condivisa, 1, venerdì, "[2.960820, 0.170595]", "[1.077045, 0.004883]", "[385.994608, 991.529531]", "[0.000000, 0.000000]", "[4146.900000, 66.390436]", 10, 10, 0.050000
