Tipo Cinfig. Cassa, Num Cassieri, Giorno, IC Tempo Attesa, IC Slowdown, IC SD Tempo Att, IC Abbandoni, IC Arrivi, Lungh. Fila Tollerata, Costo Mensile
sperimentale_20_20_60, 10, giovedì, "[00:00:59; 00:01:04]", "[2.078890; 2.167431]", "[00:00:17; 00:01:04]", "[55.916247; 71.083753]", "[4144.265548; 4199.434452]", 10, -311366.500000
sperimentale_20_20_60, 10, venerdì, "[00:00:56; 00:01:01]", "[2.021384; 2.100927]", "[00:00:13; 00:00:50]", "[45.262771; 59.537229]", "[4112.035630; 4167.464370]", 10, -439330.000000
sperimentale_20_20_60, 10, sabato, "[00:00:48; 00:00:53]", "[1.873868; 1.970757]", "[00:00:20; 00:01:16]", "[29.300793; 42.099207]", "[3869.193558; 3919.606442]", 10, -419908.000000
sperimentale_20_20_60, 10, domenica, "[00:00:44; 00:00:49]", "[1.800458; 1.891141]", "[00:00:18; 00:01:08]", "[22.914551; 35.785449]", "[3561.404015; 3620.695985]", 10, -387316.000000
sperimentale_leggera_condivisa, 4, lunedì, "[00:02:27; 00:02:31]", "[3.241822; 3.310468]", "[00:00:09; 00:00:36]", "[591.523396; 625.176604]", "[4084.800716; 4141.399284]", 10, 128624.000000
sperimentale_leggera_condivisa, 4, martedì, "[00:02:25; 00:02:29]", "[3.174419; 3.232665]", "[00:00:10; 00:00:37]", "[516.900525; 550.799475]", "[3934.155351; 3987.744649]", 10, 93053.000000
sperimentale_leggera_condivisa, 4, mercoledì, "[00:02:28; 00:02:32]", "[3.264180; 3.326830]", "[00:00:06; 00:00:25]", "[629.192113; 661.007887]", "[4162.401890; 4220.798110]", 10, 145964.000000
sperimentale_leggera_condivisa, 4, giovedì, "[00:02:30; 00:02:33]", "[3.279099; 3.325883]", "[00:00:04; 00:00:16]", "[612.406608; 647.593392]", "[4144.265548; 4199.434452]", 10, 138089.000000
sperimentale_leggera_condivisa, 4, venerdì, "[00:02:30; 00:02:32]", "[3.259017; 3.301528]", "[00:00:03; 00:00:14]", "[592.396673; 627.403327]", "[4112.035630; 4167.464370]", 10, 127955.000000
sperimentale_leggera_condivisa, 4, sabato, "[00:02:21; 00:02:25]", "[3.123981; 3.181412]", "[00:00:09; 00:00:34]", "[500.659021; 529.840979]", "[3869.193558; 3919.606442]", 10, 85886.000000
sperimentale_leggera_condivisa, 4, domenica, "[00:02:10; 00:02:16]", "[2.949280; 3.032346]", "[00:00:21; 00:01:19]", "[415.406076; 442.993924]", "[3561.404015; 3620.695985]", 10, 52457.000000
sperimentale_leggera_condivisa, 5, lunedì, "[00:02:18; 00:02:22]", "[2.948655; 2.994159]", "[00:00:08; 00:00:32]", "[590.038765; 622.861235]", "[4084.800716; 4141.399284]", 10, 130084.000000
sperimentale_leggera_condivisa, 5, martedì, "[00:02:17; 00:02:21]", "[2.927512; 2.990004]", "[00:00:13; 00:00:48]", "[515.269364; 548.530636]", "[3934.155351; 3987.744649]", 10, 94483.000000
sperimentale_leggera_condivisa, 5, mercoledì, "[00:02:18; 00:02:22]", "[2.950897; 2.997492]", "[00:00:07; 00:00:27]", "[626.543962; 660.156038]", "[4162.401890; 4220.798110]", 10, 147514.000000
sperimentale_leggera_condivisa, 5, giovedì, "[00:02:21; 00:02:23]", "[2.981605; 3.011599]", "[00:00:04; 00:00:15]", "[614.165309; 648.334691]", "[4144.265548; 4199.434452]", 10, 141439.000000
sperimentale_leggera_condivisa, 5, venerdì, "[00:02:21; 00:02:24]", "[2.988967; 3.019576]", "[00:00:04; 00:00:16]", "[591.263388; 627.436612]", "[4112.035630; 4167.464370]", 10, 130225.000000
sperimentale_leggera_condivisa, 5, sabato, "[00:02:14; 00:02:18]", "[2.880573; 2.935530]", "[00:00:10; 00:00:38]", "[501.687695; 530.012305]", "[3869.193558; 3919.606442]", 10, 88846.000000
sperimentale_leggera_condivisa, 5, domenica, "[00:02:03; 00:02:09]", "[2.740056; 2.824014]", "[00:00:22; 00:01:23]", "[413.218424; 442.581576]", "[3561.404015; 3620.695985]", 10, 54277.000000
sperimentale_leggera_condivisa, 6, lunedì, "[00:01:03; 00:01:07]", "[1.912392; 1.971472]", "[00:00:12; 00:00:46]", "[113.627222; 140.272778]", "[4084.800716; 4141.399284]", 10, -278409.000000
sperimentale_leggera_condivisa, 6, martedì, "[00:00:57; 00:01:02]", "[1.829724; 1.897707]", "[00:00:17; 00:01:04]", "[75.873516; 96.726484]", "[3934.155351; 3987.744649]", 10, -407934.000000
sperimentale_leggera_condivisa, 6, mercoledì, "[00:01:07; 00:01:12]", "[1.971141; 2.030460]", "[00:00:12; 00:00:46]", "[133.708182; 155.991818]", "[4162.401890; 4220.798110]", 10, -274734.000000
sperimentale_leggera_condivisa, 6, giovedì, "[00:01:04; 00:01:09]", "[1.933005; 1.993564]", "[00:00:13; 00:00:49]", "[116.039500; 136.360500]", "[4144.265548; 4199.434452]", 10, -284146.500000
sperimentale_leggera_condivisa, 6, venerdì, "[00:01:03; 00:01:07]", "[1.909825; 1.970498]", "[00:00:13; 00:00:51]", "[99.264675; 120.135325]", "[4112.035630; 4167.464370]", 10, -291157.500000
sperimentale_leggera_condivisa, 6, sabato, "[00:00:56; 00:01:01]", "[1.815313; 1.874754]", "[00:00:13; 00:00:49]", "[72.319085; 90.980915]", "[3869.193558; 3919.606442]", 10, -402738.000000
sperimentale_leggera_condivisa, 6, domenica, "[00:00:51; 00:00:56]", "[1.742196; 1.813462]", "[00:00:19; 00:01:13]", "[60.785791; 79.314209]", "[3561.404015; 3620.695985]", 10, -373296.000000
sperimentale_leggera_condivisa, 7, lunedì, "[00:01:02; 00:01:06]", "[1.878456; 1.936505]", "[00:00:12; 00:00:47]", "[113.509729; 139.890271]", "[4084.800716; 4141.399284]", 10, -275959.000000
sperimentale_leggera_condivisa, 7, martedì, "[00:00:56; 00:01:01]", "[1.803325; 1.868152]", "[00:00:16; 00:01:00]", "[75.924423; 96.475577]", "[3934.155351; 3987.744649]", 10, -405394.000000
sperimentale_leggera_condivisa, 7, mercoledì, "[00:01:06; 00:01:10]", "[1.936079; 1.994870]", "[00:00:12; 00:00:47]", "[134.147483; 155.952517]", "[4162.401890; 4220.798110]", 10, -272014.000000
sperimentale_leggera_condivisa, 7, giovedì, "[00:01:03; 00:01:08]", "[1.900829; 1.960992]", "[00:00:13; 00:00:50]", "[115.998778; 136.701222]", "[4144.265548; 4199.434452]", 10, -281456.500000
sperimentale_leggera_condivisa, 7, venerdì, "[00:01:02; 00:01:06]", "[1.876498; 1.938335]", "[00:00:14; 00:00:54]", "[98.956531; 120.043469]", "[4112.035630; 4167.464370]", 10, -288677.500000
sperimentale_leggera_condivisa, 7, sabato, "[00:00:55; 00:01:00]", "[1.788650; 1.847187]", "[00:00:13; 00:00:48]", "[71.878577; 90.421423]", "[3869.193558; 3919.606442]", 10, -400438.000000
sperimentale_leggera_condivisa, 7, domenica, "[00:00:50; 00:00:55]", "[1.718398; 1.789301]", "[00:00:20; 00:01:13]", "[60.810410; 79.389590]", "[3561.404015; 3620.695985]", 10, -370666.000000
sperimentale_leggera_condivisa, 8, lunedì, "[00:00:18; 00:00:20]", "[1.283689; 1.308634]", "[00:00:02; 00:00:08]", "[3.457405; 8.442595]", "[4084.800716; 4141.399284]", 10, -469202.000000
sperimentale_leggera_condivisa, 8, martedì, "[00:00:15; 00:00:17]", "[1.242293; 1.261753]", "[00:00:01; 00:00:05]", "[1.350219; 3.949781]", "[3934.155351; 3987.744649]", 10, -452924.000000
sperimentale_leggera_condivisa, 8, mercoledì, "[00:00:19; 00:00:21]", "[1.297903; 1.318777]", "[00:00:01; 00:00:05]", "[4.668408; 10.831592]", "[4162.401890; 4220.798110]", 10, -477542.000000
sperimentale_leggera_condivisa, 8, giovedì, "[00:00:18; 00:00:20]", "[1.285101; 1.306904]", "[00:00:01; 00:00:06]", "[3.860882; 8.439118]", "[4144.265548; 4199.434452]", 10, -476132.000000
sperimentale_leggera_condivisa, 8, venerdì, "[00:00:17; 00:00:19]", "[1.268348; 1.289726]", "[00:00:01; 00:00:05]", "[2.179845; 6.320155]", "[4112.035630; 4167.464370]", 10, -473420.000000
sperimentale_leggera_condivisa, 8, sabato, "[00:00:15; 00:00:16]", "[1.236253; 1.257870]", "[00:00:01; 00:00:06]", "[1.309157; 4.690843]", "[3869.193558; 3919.606442]", 10, -444728.000000
sperimentale_leggera_condivisa, 8, domenica, "[00:00:13; 00:00:15]", "[1.214387; 1.234497]", "[00:00:01; 00:00:05]", "[1.210931; 3.489069]", "[3561.404015; 3620.695985]", 10, -408716.000000
sperimentale_leggera_condivisa, 9, lunedì, "[00:00:18; 00:00:20]", "[1.279565; 1.304056]", "[00:00:02; 00:00:08]", "[3.433324; 8.366676]", "[4084.800716; 4141.399284]", 10, -466632.000000
sperimentale_leggera_condivisa, 9, martedì, "[00:00:15; 00:00:16]", "[1.239264; 1.258638]", "[00:00:01; 00:00:05]", "[1.350219; 3.949781]", "[3934.155351; 3987.744649]", 10, -450324.000000
sperimentale_leggera_condivisa, 9, mercoledì, "[00:00:19; 00:00:21]", "[1.293739; 1.314652]", "[00:00:01; 00:00:05]", "[4.755715; 10.944285]", "[4162.401890; 4220.798110]", 10, -474882.000000
sperimentale_leggera_condivisa, 9, giovedì, "[00:00:18; 00:00:20]", "[1.280812; 1.302660]", "[00:00:01; 00:00:06]", "[3.860882; 8.439118]", "[4144.265548; 4199.434452]", 10, -473532.000000
sperimentale_leggera_condivisa, 9, venerdì, "[00:00:17; 00:00:18]", "[1.264917; 1.286118]", "[00:00:01; 00:00:05]", "[2.179845; 6.320155]", "[4112.035630; 4167.464370]", 10, -470820.000000
sperimentale_leggera_condivisa, 9, sabato, "[00:00:15; 00:00:16]", "[1.233414; 1.254872]", "[00:00:01; 00:00:06]", "[1.309157; 4.690843]", "[3869.193558; 3919.606442]", 10, -442128.000000
sperimentale_leggera_condivisa, 9, domenica, "[00:00:13; 00:00:15]", "[1.211987; 1.231904]", "[00:00:01; 00:00:05]", "[1.210931; 3.489069]", "[3561.404015; 3620.695985]", 10, -406116.000000
sperimentale_leggera_condivisa, 10, lunedì, "[00:00:18; 00:00:20]", "[1.278845; 1.303302]", "[00:00:02; 00:00:08]", "[3.433324; 8.366676]", "[4084.800716; 4141.399284]", 10, -464032.000000
sperimentale_leggera_condivisa, 10, martedì, "[00:00:15; 00:00:16]", "[1.238749; 1.258171]", "[00:00:01; 00:00:05]", "[1.350219; 3.949781]", "[3934.155351; 3987.744649]", 10, -447724.000000
sperimentale_leggera_condivisa, 10, mercoledì, "[00:00:19; 00:00:21]", "[1.293008; 1.313913]", "[00:00:01; 00:00:05]", "[4.755715; 10.944285]", "[4162.401890; 4220.798110]", 10, -472282.000000
sperimentale_leggera_condivisa, 10, giovedì, "[00:00:18; 00:00:20]", "[1.280087; 1.301799]", "[00:00:01; 00:00:06]", "[3.860882; 8.439118]", "[4144.265548; 4199.434452]", 10, -470932.000000
sperimentale_leggera_condivisa, 10, venerdì, "[00:00:17; 00:00:18]", "[1.264280; 1.285413]", "[00:00:01; 00:00:05]", "[2.179845; 6.320155]", "[4112.035630; 4167.464370]", 10, -468220.000000
sperimentale_leggera_condivisa, 10, sabato, "[00:00:15; 00:00:16]", "[1.232933; 1.254356]", "[00:00:01; 00:00:06]", "[1.309157; 4.690843]", "[3869.193558; 3919.606442]", 10, -439528.000000
sperimentale_leggera_condivisa, 10, domenica, "[00:00:13; 00:00:14]", "[1.211519; 1.231388]", "[00:00:01; 00:00:05]", "[1.210931; 3.489069]", "[3561.404015; 3620.695985]", 10, -403516.000000
sperimentale_media_condivisa, 4, lunedì, "[00:02:37; 00:02:43]", "[4.836530; 4.952013]", "[00:00:24; 00:01:28]", "[560.667605; 614.832395]", "[4084.800716; 4141.399284]", 10, 116264.000000
sperimentale_media_condivisa, 4, martedì, "[00:02:25; 00:02:31]", "[4.609618; 4.718962]", "[00:00:22; 00:01:21]", "[443.033993; 493.766007]", "[3934.155351; 3987.744649]", 10, 53783.000000
sperimentale_media_condivisa, 4, mercoledì, "[00:02:45; 00:02:51]", "[4.996147; 5.105476]", "[00:00:24; 00:01:30]", "[616.145444; 670.154556]", "[4162.401890; 4220.798110]", 10, 144794.000000
sperimentale_media_condivisa, 4, giovedì, "[00:02:40; 00:02:46]", "[4.908251; 5.027540]", "[00:00:25; 00:01:33]", "[570.677763; 622.622237]", "[4144.265548; 4199.434452]", 10, 118079.000000
sperimentale_media_condivisa, 4, venerdì, "[00:02:37; 00:02:44]", "[4.854128; 4.994556]", "[00:00:32; 00:02:00]", "[533.542164; 588.457836]", "[4112.035630; 4167.464370]", 10, 98615.000000
sperimentale_media_condivisa, 4, sabato, "[00:02:22; 00:02:28]", "[4.539182; 4.647090]", "[00:00:20; 00:01:17]", "[428.549717; 479.750283]", "[3869.193558; 3919.606442]", 10, 49226.000000
sperimentale_media_condivisa, 4, domenica, "[00:02:09; 00:02:16]", "[4.229763; 4.360136]", "[00:00:28; 00:01:44]", "[348.888627; 396.411373]", "[3561.404015; 3620.695985]", 10, 18527.000000
sperimentale_media_condivisa, 5, lunedì, "[00:01:51; 00:01:55]", "[4.058069; 4.160710]", "[00:00:09; 00:00:35]", "[463.179028; 512.820972]", "[4084.800716; 4141.399284]", 10, -64379.000000
sperimentale_media_condivisa, 5, martedì, "[00:01:47; 00:01:51]", "[3.961353; 4.066593]", "[00:00:10; 00:00:37]", "[379.067862; 429.232138]", "[3934.155351; 3987.744649]", 10, -100995.500000
sperimentale_media_condivisa, 5, mercoledì, "[00:01:54; 00:01:58]", "[4.135857; 4.243237]", "[00:00:08; 00:00:30]", "[505.906869; 553.993131]", "[4162.401890; 4220.798110]", 10, -46274.000000
sperimentale_media_condivisa, 5, giovedì, "[00:01:53; 00:01:57]", "[4.112477; 4.220374]", "[00:00:10; 00:00:39]", "[476.699703; 527.300297]", "[4144.265548; 4199.434452]", 10, -61266.500000
sperimentale_media_condivisa, 5, venerdì, "[00:01:53; 00:01:57]", "[4.109296; 4.219601]", "[00:00:10; 00:00:39]", "[452.951428; 504.148572]", "[4112.035630; 4167.464370]", 10, -72447.500000
sperimentale_media_condivisa, 5, sabato, "[00:01:45; 00:01:49]", "[3.902665; 3.999280]", "[00:00:08; 00:00:31]", "[366.822774; 416.077226]", "[3869.193558; 3919.606442]", 10, -102626.000000
sperimentale_media_condivisa, 5, domenica, "[00:01:37; 00:01:41]", "[3.675572; 3.771183]", "[00:00:08; 00:00:30]", "[299.443365; 347.356635]", "[3561.404015; 3620.695985]", 10, -116154.500000
sperimentale_media_condivisa, 6, lunedì, "[00:00:40; 00:00:43]", "[2.092099; 2.163886]", "[00:00:04; 00:00:16]", "[50.577368; 70.322632]", "[4084.800716; 4141.399284]", 10, -441702.000000
sperimentale_media_condivisa, 6, martedì, "[00:00:35; 00:00:38]", "[1.967894; 2.043619]", "[00:00:05; 00:00:18]", "[27.784628; 41.815372]", "[3934.155351; 3987.744649]", 10, -438834.000000
sperimentale_media_condivisa, 6, mercoledì, "[00:00:42; 00:00:45]", "[2.140915; 2.219594]", "[00:00:05; 00:00:20]", "[52.294576; 68.105424]", "[4162.401890; 4220.798110]", 10, -451272.000000
sperimentale_media_condivisa, 6, giovedì, "[00:00:41; 00:00:43]", "[2.105957; 2.182979]", "[00:00:05; 00:00:19]", "[47.272833; 62.227167]", "[4144.265548; 4199.434452]", 10, -452172.000000
sperimentale_media_condivisa, 6, venerdì, "[00:00:39; 00:00:42]", "[2.059966; 2.137309]", "[00:00:05; 00:00:19]", "[37.840584; 49.559416]", "[4112.035630; 4167.464370]", 10, -454950.000000
sperimentale_media_condivisa, 6, sabato, "[00:00:35; 00:00:38]", "[1.958658; 2.028990]", "[00:00:04; 00:00:16]", "[27.062674; 39.137326]", "[3869.193558; 3919.606442]", 10, -431868.000000
sperimentale_media_condivisa, 6, domenica, "[00:00:32; 00:00:35]", "[1.873769; 1.956238]", "[00:00:06; 00:00:22]", "[20.813476; 33.686524]", "[3561.404015; 3620.695985]", 10, -398976.000000
sperimentale_media_condivisa, 7, lunedì, "[00:00:37; 00:00:39]", "[2.027940; 2.101546]", "[00:00:04; 00:00:17]", "[46.596591; 66.203409]", "[4084.800716; 4141.399284]", 10, -441532.000000
sperimentale_media_condivisa, 7, martedì, "[00:00:33; 00:00:36]", "[1.921856; 1.998771]", "[00:00:05; 00:00:18]", "[26.323176; 39.876824]", "[3934.155351; 3987.744649]", 10, -437254.000000
sperimentale_media_condivisa, 7, mercoledì, "[00:00:38; 00:00:41]", "[2.074591; 2.150885]", "[00:00:05; 00:00:18]", "[49.451501; 66.248499]", "[4162.401890; 4220.798110]", 10, -450082.000000
sperimentale_media_condivisa, 7, giovedì, "[00:00:37; 00:00:40]", "[2.042670; 2.118673]", "[00:00:05; 00:00:18]", "[43.927733; 59.572267]", "[4144.265548; 4199.434452]", 10, -451372.000000
sperimentale_media_condivisa, 7, venerdì, "[00:00:36; 00:00:39]", "[2.001771; 2.080111]", "[00:00:05; 00:00:19]", "[35.850264; 47.849736]", "[4112.035630; 4167.464370]", 10, -453460.000000
sperimentale_media_condivisa, 7, sabato, "[00:00:32; 00:00:35]", "[1.908215; 1.979238]", "[00:00:04; 00:00:16]", "[25.400901; 36.999099]", "[3869.193558; 3919.606442]", 10, -430408.000000
sperimentale_media_condivisa, 7, domenica, "[00:00:30; 00:00:33]", "[1.830623; 1.912278]", "[00:00:05; 00:00:21]", "[19.646220; 32.053780]", "[3561.404015; 3620.695985]", 10, -397216.000000
sperimentale_media_condivisa, 8, lunedì, "[00:00:14; 00:00:15]", "[1.382616; 1.412445]", "[00:00:00; 00:00:02]", "[1.556508; 5.243492]", "[4084.800716; 4141.399284]", 10, -470732.000000
sperimentale_media_condivisa, 8, martedì, "[00:00:12; 00:00:13]", "[1.342722; 1.369790]", "[00:00:00; 00:00:02]", "[0.453500; 2.546500]", "[3934.155351; 3987.744649]", 10, -453614.000000
sperimentale_media_condivisa, 8, mercoledì, "[00:00:14; 00:00:15]", "[1.396016; 1.421683]", "[00:00:00; 00:00:02]", "[2.185945; 6.014055]", "[4162.401890; 4220.798110]", 10, -479732.000000
sperimentale_media_condivisa, 8, giovedì, "[00:00:14; 00:00:15]", "[1.387822; 1.411824]", "[00:00:00; 00:00:01]", "[1.605702; 4.494298]", "[4144.265548; 4199.434452]", 10, -477992.000000
sperimentale_media_condivisa, 8, venerdì, "[00:00:13; 00:00:14]", "[1.369632; 1.396430]", "[00:00:00; 00:00:02]", "[1.316956; 3.883044]", "[4112.035630; 4167.464370]", 10, -474410.000000
sperimentale_media_condivisa, 8, sabato, "[00:00:12; 00:00:13]", "[1.336414; 1.364500]", "[00:00:00; 00:00:02]", "[0.521097; 2.778903]", "[3869.193558; 3919.606442]", 10, -445538.000000
sperimentale_media_condivisa, 8, domenica, "[00:00:11; 00:00:12]", "[1.302483; 1.330098]", "[00:00:00; 00:00:02]", "[0.327244; 1.872756]", "[3561.404015; 3620.695985]", 10, -409466.000000
sperimentale_media_condivisa, 9, lunedì, "[00:00:13; 00:00:14]", "[1.376856; 1.406089]", "[00:00:00; 00:00:02]", "[1.556508; 5.243492]", "[4084.800716; 4141.399284]", 10, -468132.000000
sperimentale_media_condivisa, 9, martedì, "[00:00:12; 00:00:13]", "[1.339080; 1.365662]", "[00:00:00; 00:00:02]", "[0.453500; 2.546500]", "[3934.155351; 3987.744649]", 10, -451014.000000
sperimentale_media_condivisa, 9, mercoledì, "[00:00:14; 00:00:15]", "[1.389528; 1.415772]", "[00:00:00; 00:00:02]", "[2.185945; 6.014055]", "[4162.401890; 4220.798110]", 10, -477132.000000
sperimentale_media_condivisa, 9, giovedì, "[00:00:14; 00:00:14]", "[1.381690; 1.405841]", "[00:00:00; 00:00:01]", "[1.585885; 4.214115]", "[4144.265548; 4199.434452]", 10, -475482.000000
sperimentale_media_condivisa, 9, venerdì, "[00:00:13; 00:00:14]", "[1.365038; 1.391246]", "[00:00:00; 00:00:02]", "[1.207110; 3.792890]", "[4112.035630; 4167.464370]", 10, -471870.000000
sperimentale_media_condivisa, 9, sabato, "[00:00:12; 00:00:13]", "[1.332984; 1.360594]", "[00:00:00; 00:00:02]", "[0.521097; 2.778903]", "[3869.193558; 3919.606442]", 10, -442938.000000
sperimentale_media_condivisa, 9, domenica, "[00:00:11; 00:00:11]", "[1.298648; 1.325390]", "[00:00:00; 00:00:02]", "[0.327244; 1.872756]", "[3561.404015; 3620.695985]", 10, -406866.000000
sperimentale_media_condivisa, 10, lunedì, "[00:00:13; 00:00:14]", "[1.375577; 1.404375]", "[00:00:00; 00:00:02]", "[1.556508; 5.243492]", "[4084.800716; 4141.399284]", 10, -465532.000000
sperimentale_media_condivisa, 10, martedì, "[00:00:12; 00:00:13]", "[1.338037; 1.364301]", "[00:00:00; 00:00:02]", "[0.453500; 2.546500]", "[3934.155351; 3987.744649]", 10, -448414.000000
sperimentale_media_condivisa, 10, mercoledì, "[00:00:14; 00:00:15]", "[1.388399; 1.414485]", "[00:00:00; 00:00:02]", "[2.193578; 5.906422]", "[4162.401890; 4220.798110]", 10, -474562.000000
sperimentale_media_condivisa, 10, giovedì, "[00:00:13; 00:00:14]", "[1.380430; 1.404153]", "[00:00:00; 00:00:01]", "[1.585885; 4.214115]", "[4144.265548; 4199.434452]", 10, -472882.000000
sperimentale_media_condivisa, 10, venerdì, "[00:00:13; 00:00:14]", "[1.363912; 1.390143]", "[00:00:00; 00:00:02]", "[1.207110; 3.792890]", "[4112.035630; 4167.464370]", 10, -469270.000000
sperimentale_media_condivisa, 10, sabato, "[00:00:12; 00:00:13]", "[1.331991; 1.359496]", "[00:00:00; 00:00:02]", "[0.521097; 2.778903]", "[3869.193558; 3919.606442]", 10, -440338.000000
sperimentale_media_condivisa, 10, domenica, "[00:00:10; 00:00:11]", "[1.298044; 1.324313]", "[00:00:00; 00:00:02]", "[0.330150; 1.769850]", "[3561.404015; 3620.695985]", 10, -404296.000000
sperimentale_pesante_condivisa, 4, lunedì, "[00:03:02; 00:03:05]", "[5.535348; 5.605459]", "[00:00:04; 00:00:17]", "[1327.061829; 1369.138171]", "[4084.800716; 4141.399284]", 10, 695867.000000
sperimentale_pesante_condivisa, 4, martedì, "[00:03:02; 00:03:05]", "[5.527435; 5.603365]", "[00:00:05; 00:00:20]", "[1204.550342; 1243.149658]", "[3934.155351; 3987.744649]", 10, 625881.500000
sperimentale_pesante_condivisa, 4, mercoledì, "[00:03:03; 00:03:06]", "[5.561232; 5.636854]", "[00:00:06; 00:00:25]", "[1401.027959; 1444.972041]", "[4162.401890; 4220.798110]", 10, 738452.000000
sperimentale_pesante_condivisa, 4, giovedì, "[00:03:03; 00:03:06]", "[5.566631; 5.621221]", "[00:00:04; 00:00:17]", "[1380.650941; 1420.149059]", "[4144.265548; 4199.434452]", 10, 725484.500000
sperimentale_pesante_condivisa, 4, venerdì, "[00:03:03; 00:03:06]", "[5.566055; 5.621092]", "[00:00:04; 00:00:18]", "[1341.803749; 1385.696251]", "[4112.035630; 4167.464370]", 10, 704457.500000
sperimentale_pesante_condivisa, 4, sabato, "[00:02:57; 00:03:00]", "[5.401759; 5.492737]", "[00:00:08; 00:00:31]", "[1148.393213; 1194.906787]", "[3869.193558; 3919.606442]", 10, 479726.000000
sperimentale_pesante_condivisa, 4, domenica, "[00:02:44; 00:02:47]", "[5.080227; 5.164342]", "[00:00:06; 00:00:23]", "[950.530875; 998.969125]", "[3561.404015; 3620.695985]", 10, 379787.000000
sperimentale_pesante_condivisa, 5, lunedì, "[00:02:59; 00:03:01]", "[5.506813; 5.577781]", "[00:00:04; 00:00:17]", "[1326.846173; 1368.853827]", "[4084.800716; 4141.399284]", 10, 574924.000000
sperimentale_pesante_condivisa, 5, martedì, "[00:02:59; 00:03:02]", "[5.501063; 5.578753]", "[00:00:06; 00:00:22]", "[1204.550342; 1243.149658]", "[3934.155351; 3987.744649]", 10, 509653.000000
sperimentale_pesante_condivisa, 5, mercoledì, "[00:02:59; 00:03:02]", "[5.529718; 5.603808]", "[00:00:06; 00:00:22]", "[1401.409462; 1446.390538]", "[4162.401890; 4220.798110]", 10, 741592.000000
sperimentale_pesante_condivisa, 5, giovedì, "[00:03:00; 00:03:02]", "[5.536800; 5.590368]", "[00:00:03; 00:00:13]", "[1380.040989; 1418.459011]", "[4144.265548; 4199.434452]", 10, 727394.500000
sperimentale_pesante_condivisa, 5, venerdì, "[00:03:00; 00:03:02]", "[5.537841; 5.591717]", "[00:00:04; 00:00:15]", "[1342.369589; 1386.430411]", "[4112.035630; 4167.464370]", 10, 707447.500000
sperimentale_pesante_condivisa, 5, sabato, "[00:02:53; 00:02:57]", "[5.375452; 5.468544]", "[00:00:09; 00:00:33]", "[1148.588713; 1195.411287]", "[3869.193558; 3919.606442]", 10, 482536.000000
sperimentale_pesante_condivisa, 5, domenica, "[00:02:41; 00:02:44]", "[5.058579; 5.143034]", "[00:00:06; 00:00:22]", "[950.530875; 998.969125]", "[3561.404015; 3620.695985]", 10, 382387.000000
sperimentale_pesante_condivisa, 6, lunedì, "[00:01:25; 00:01:28]", "[3.156916; 3.223749]", "[00:00:05; 00:00:20]", "[397.367907; 434.632093]", "[4084.800716; 4141.399284]", 10, -104979.000000
sperimentale_pesante_condivisa, 6, martedì, "[00:01:20; 00:01:23]", "[3.031107; 3.109369]", "[00:00:07; 00:00:27]", "[298.436526; 331.463474]", "[3934.155351; 3987.744649]", 10, -151915.500000
sperimentale_pesante_condivisa, 6, mercoledì, "[00:01:30; 00:01:32]", "[3.264643; 3.328430]", "[00:00:04; 00:00:17]", "[440.487820; 480.412180]", "[4162.401890; 4220.798110]", 10, -85374.000000
sperimentale_pesante_condivisa, 6, giovedì, "[00:01:28; 00:01:31]", "[3.228742; 3.290754]", "[00:00:04; 00:00:17]", "[404.304692; 444.995308]", "[4144.265548; 4199.434452]", 10, -105076.500000
sperimentale_pesante_condivisa, 6, venerdì, "[00:01:27; 00:01:30]", "[3.192897; 3.258808]", "[00:00:05; 00:00:21]", "[368.987985; 405.812015]", "[4112.035630; 4167.464370]", 10, -124537.500000
sperimentale_pesante_condivisa, 6, sabato, "[00:01:19; 00:01:22]", "[2.992619; 3.075901]", "[00:00:07; 00:00:29]", "[286.284485; 319.215515]", "[3869.193558; 3919.606442]", 10, -153246.000000
sperimentale_pesante_condivisa, 6, domenica, "[00:01:11; 00:01:15]", "[2.810462; 2.897004]", "[00:00:08; 00:00:32]", "[228.981703; 261.518297]", "[3561.404015; 3620.695985]", 10, -160444.500000
sperimentale_pesante_condivisa, 7, lunedì, "[00:01:25; 00:01:28]", "[3.152246; 3.219372]", "[00:00:05; 00:00:20]", "[396.997381; 434.202619]", "[4084.800716; 4141.399284]", 10, -102619.000000
sperimentale_pesante_condivisa, 7, martedì, "[00:01:20; 00:01:23]", "[3.029177; 3.105466]", "[00:00:07; 00:00:26]", "[298.020551; 331.479449]", "[3934.155351; 3987.744649]", 10, -149435.500000
sperimentale_pesante_condivisa, 7, mercoledì, "[00:01:29; 00:01:32]", "[3.260313; 3.323513]", "[00:00:04; 00:00:16]", "[440.202783; 480.397217]", "[4162.401890; 4220.798110]", 10, -82864.000000
sperimentale_pesante_condivisa, 7, giovedì, "[00:01:28; 00:01:30]", "[3.223908; 3.285515]", "[00:00:04; 00:00:17]", "[404.320498; 444.779502]", "[4144.265548; 4199.434452]", 10, -102536.500000
sperimentale_pesante_condivisa, 7, venerdì, "[00:01:26; 00:01:29]", "[3.188636; 3.255067]", "[00:00:05; 00:00:21]", "[368.142174; 405.657826]", "[4112.035630; 4167.464370]", 10, -122237.500000
