Tipo Cinfig. Cassa, Num Cassieri, Giorno, IC Tempo Attesa, IC Slowdown, IC SD Tempo Att, IC Abbandoni, IC Arrivi, Lungh. Fila Tollerata, Costo Mensile
Condivisa, 2, lunedì, "[00:04:10; 00:04:14]", "[6.869721; 6.935046]", "[00:00:11; 00:00:42]", "[2117.239603; 2167.760397]", "[4084.800716; 4141.399284]", 10, 1290700.000000
Condivisa, 2, martedì, "[00:04:11; 00:04:15]", "[6.903363; 6.989173]", "[00:00:11; 00:00:43]", "[1965.981621; 2024.818379]", "[3934.155351; 3987.744649]", 10, 1202440.000000
Condivisa, 2, mercoledì, "[00:04:10; 00:04:14]", "[6.879757; 6.958649]", "[00:00:13; 00:00:51]", "[2193.610335; 2258.089665]", "[4162.401890; 4220.798110]", 10, 1340710.000000
Condivisa, 2, giovedì, "[00:04:07; 00:04:10]", "[6.797220; 6.862539]", "[00:00:05; 00:00:20]", "[2173.463521; 2235.336479]", "[4144.265548; 4199.434452]", 10, 1327840.000000
Condivisa, 2, venerdì, "[00:04:07; 00:04:10]", "[6.791467; 6.851028]", "[00:00:05; 00:00:21]", "[2137.010465; 2197.289535]", "[4112.035630; 4167.464370]", 10, 1305490.000000
Condivisa, 2, sabato, "[00:04:09; 00:04:14]", "[6.866031; 6.965421]", "[00:00:18; 00:01:07]", "[1898.672444; 1952.427556]", "[3869.193558; 3919.606442]", 10, 1160530.000000
Condivisa, 2, domenica, "[00:04:02; 00:04:10]", "[6.674411; 6.849341]", "[00:00:43; 00:02:40]", "[1629.759505; 1686.740495]", "[3561.404015; 3620.695985]", 10, 1000150.000000
Condivisa, 3, lunedì, "[00:02:33; 00:02:36]", "[4.591805; 4.679382]", "[00:00:09; 00:00:36]", "[1171.416790; 1227.583210]", "[4084.800716; 4141.399284]", 10, 480714.000000
Condivisa, 3, martedì, "[00:02:29; 00:02:33]", "[4.500907; 4.596791]", "[00:00:12; 00:00:46]", "[1030.744314; 1086.955686]", "[3934.155351; 3987.744649]", 10, 405453.000000
Condivisa, 3, mercoledì, "[00:02:35; 00:02:39]", "[4.642695; 4.734393]", "[00:00:10; 00:00:39]", "[1248.336758; 1312.363242]", "[4162.401890; 4220.798110]", 10, 524514.000000
Condivisa, 3, giovedì, "[00:02:37; 00:02:42]", "[4.703751; 4.787603]", "[00:00:12; 00:00:46]", "[1217.366702; 1283.533298]", "[4144.265548; 4199.434452]", 10, 507759.000000
Condivisa, 3, venerdì, "[00:02:37; 00:02:41]", "[4.703604; 4.778303]", "[00:00:09; 00:00:34]", "[1179.707760; 1244.192240]", "[4112.035630; 4167.464370]", 10, 486585.000000
Condivisa, 3, sabato, "[00:02:24; 00:02:28]", "[4.383296; 4.488051]", "[00:00:14; 00:00:54]", "[984.852229; 1043.847771]", "[3869.193558; 3919.606442]", 10, 382746.000000
Condivisa, 3, domenica, "[00:02:08; 00:02:13]", "[4.028350; 4.121156]", "[00:00:10; 00:00:39]", "[810.210476; 860.489524]", "[3561.404015; 3620.695985]", 10, 293547.000000
Condivisa, 4, lunedì, "[00:01:17; 00:01:21]", "[2.828479; 2.911255]", "[00:00:08; 00:00:32]", "[428.518751; 477.381249]", "[4084.800716; 4141.399284]", 10, -88009.000000
Condivisa, 4, martedì, "[00:01:11; 00:01:15]", "[2.682327; 2.774742]", "[00:00:11; 00:00:43]", "[322.519411; 366.680589]", "[3934.155351; 3987.744649]", 10, -139325.500000
Condivisa, 4, mercoledì, "[00:01:22; 00:01:26]", "[2.931780; 3.026001]", "[00:00:10; 00:00:37]", "[479.318844; 524.281156]", "[4162.401890; 4220.798110]", 10, -65764.000000
Condivisa, 4, giovedì, "[00:01:20; 00:01:24]", "[2.896145; 2.987086]", "[00:00:10; 00:00:39]", "[435.730415; 478.569585]", "[4144.265548; 4199.434452]", 10, -90776.500000
Condivisa, 4, venerdì, "[00:01:19; 00:01:23]", "[2.858659; 2.951660]", "[00:00:10; 00:00:40]", "[397.550053; 439.349947]", "[4112.035630; 4167.464370]", 10, -111107.500000
Condivisa, 4, sabato, "[00:01:10; 00:01:15]", "[2.663377; 2.754859]", "[00:00:11; 00:00:40]", "[308.340793; 350.859207]", "[3869.193558; 3919.606442]", 10, -142336.000000
Condivisa, 4, domenica, "[00:01:03; 00:01:07]", "[2.475543; 2.579108]", "[00:00:12; 00:00:47]", "[256.445068; 298.554932]", "[3561.404015; 3620.695985]", 10, -146294.500000
Condivisa, 5, lunedì, "[00:00:30; 00:00:33]", "[1.719343; 1.791412]", "[00:00:06; 00:00:23]", "[88.142961; 108.857039]", "[4084.800716; 4141.399284]", 10, -421472.000000
Condivisa, 5, martedì, "[00:00:25; 00:00:27]", "[1.602463; 1.653787]", "[00:00:03; 00:00:11]", "[48.592509; 61.807491]", "[3934.155351; 3987.744649]", 10, -429194.000000
Condivisa, 5, mercoledì, "[00:00:33; 00:00:35]", "[1.782765; 1.844617]", "[00:00:04; 00:00:17]", "[96.734476; 113.065524]", "[4162.401890; 4220.798110]", 10, -427052.000000
Condivisa, 5, giovedì, "[00:00:31; 00:00:33]", "[1.736500; 1.791738]", "[00:00:03; 00:00:13]", "[85.413478; 104.586522]", "[4144.265548; 4199.434452]", 10, -430622.000000
Condivisa, 5, venerdì, "[00:00:29; 00:00:31]", "[1.689647; 1.737567]", "[00:00:02; 00:00:10]", "[67.398116; 81.401884]", "[4112.035630; 4167.464370]", 10, -439130.000000
Condivisa, 5, sabato, "[00:00:24; 00:00:27]", "[1.585795; 1.637213]", "[00:00:03; 00:00:11]", "[47.848929; 60.951071]", "[3869.193558; 3919.606442]", 10, -421688.000000
Condivisa, 5, domenica, "[00:00:22; 00:00:25]", "[1.528768; 1.591907]", "[00:00:04; 00:00:17]", "[34.000877; 47.899123]", "[3561.404015; 3620.695985]", 10, -393356.000000
Condivisa, 6, lunedì, "[00:00:10; 00:00:11]", "[1.243581; 1.267764]", "[00:00:00; 00:00:02]", "[7.721597; 16.178403]", "[4084.800716; 4141.399284]", 10, -470802.000000
Condivisa, 6, martedì, "[00:00:07; 00:00:08]", "[1.184228; 1.207599]", "[00:00:00; 00:00:02]", "[1.991431; 6.708569]", "[3934.155351; 3987.744649]", 10, -457104.000000
Condivisa, 6, mercoledì, "[00:00:11; 00:00:12]", "[1.258455; 1.283117]", "[00:00:00; 00:00:02]", "[8.689280; 16.410720]", "[4162.401890; 4220.798110]", 10, -479862.000000
Condivisa, 6, giovedì, "[00:00:10; 00:00:11]", "[1.243592; 1.268313]", "[00:00:00; 00:00:02]", "[6.409462; 13.190538]", "[4144.265548; 4199.434452]", 10, -479142.000000
Condivisa, 6, venerdì, "[00:00:09; 00:00:10]", "[1.216965; 1.240396]", "[00:00:00; 00:00:02]", "[4.296033; 10.003967]", "[4112.035630; 4167.464370]", 10, -476880.000000
Condivisa, 6, sabato, "[00:00:07; 00:00:08]", "[1.181071; 1.206062]", "[00:00:00; 00:00:02]", "[1.719221; 6.580779]", "[3869.193558; 3919.606442]", 10, -449238.000000
Condivisa, 6, domenica, "[00:00:06; 00:00:07]", "[1.153820; 1.179918]", "[00:00:00; 00:00:03]", "[1.603128; 4.796872]", "[3561.404015; 3620.695985]", 10, -413406.000000
Condivisa, 7, lunedì, "[00:00:03; 00:00:03]", "[1.078530; 1.093121]", "[00:00:00; 00:00:00]", "[-0.134514; 1.334514]", "[4084.800716; 4141.399284]", 10, -475012.000000
Condivisa, 7, martedì, "[00:00:02; 00:00:03]", "[1.059550; 1.070551]", "[00:00:00; 00:00:00]", "[-0.327900; 0.927900]", "[3934.155351; 3987.744649]", 10, -456934.000000
Condivisa, 7, mercoledì, "[00:00:03; 00:00:04]", "[1.085196; 1.097537]", "[00:00:00; 00:00:00]", "[-0.086139; 2.386139]", "[4162.401890; 4220.798110]", 10, -484102.000000
Condivisa, 7, giovedì, "[00:00:03; 00:00:03]", "[1.078572; 1.091463]", "[00:00:00; 00:00:00]", "[-0.042908; 0.642908]", "[4144.265548; 4199.434452]", 10, -482242.000000
Condivisa, 7, venerdì, "[00:00:02; 00:00:03]", "[1.070366; 1.082283]", "[00:00:00; 00:00:00]", "[-0.281105; 0.981105]", "[4112.035630; 4167.464370]", 10, -478360.000000
Condivisa, 7, sabato, "[00:00:02; 00:00:02]", "[1.057804; 1.069608]", "[00:00:00; 00:00:00]", "[-0.273250; 0.773250]", "[3869.193558; 3919.606442]", 10, -448978.000000
Condivisa, 7, domenica, "[00:00:02; 00:00:02]", "[1.050140; 1.061051]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -412726.000000
Condivisa, 8, lunedì, "[00:00:01; 00:00:01]", "[1.027223; 1.033674]", "[00:00:00; 00:00:00]", "[-0.109300; 0.309300]", "[4084.800716; 4141.399284]", 10, -472712.000000
Condivisa, 8, martedì, "[00:00:00; 00:00:01]", "[1.020248; 1.025695]", "[00:00:00; 00:00:00]", "[-0.054650; 0.154650]", "[3934.155351; 3987.744649]", 10, -573312.500000
Condivisa, 8, mercoledì, "[00:00:01; 00:00:01]", "[1.029609; 1.035915]", "[00:00:00; 00:00:00]", "[-0.109300; 0.309300]", "[4162.401890; 4220.798110]", 10, -482132.000000
Condivisa, 8, giovedì, "[00:00:01; 00:00:01]", "[1.027065; 1.032476]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -479822.000000
Condivisa, 8, venerdì, "[00:00:01; 00:00:01]", "[1.024267; 1.029755]", "[00:00:00; 00:00:00]", "[-0.054650; 0.154650]", "[4112.035630; 4167.464370]", 10, -475940.000000
Condivisa, 8, sabato, "[00:00:00; 00:00:01]", "[1.019845; 1.025472]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -563360.000000
Condivisa, 8, domenica, "[00:00:00; 00:00:00]", "[1.017138; 1.021645]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -517857.500000
Condivisa, 9, lunedì, "[00:00:00; 00:00:00]", "[1.009458; 1.012953]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -593565.000000
Condivisa, 9, martedì, "[00:00:00; 00:00:00]", "[1.006935; 1.009808]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -570742.500000
Condivisa, 9, mercoledì, "[00:00:00; 00:00:00]", "[1.010470; 1.013813]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -605340.000000
Condivisa, 9, giovedì, "[00:00:00; 00:00:00]", "[1.009308; 1.011733]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -602377.500000
Condivisa, 9, venerdì, "[00:00:00; 00:00:00]", "[1.008432; 1.011211]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -597562.500000
Condivisa, 9, sabato, "[00:00:00; 00:00:00]", "[1.006814; 1.009585]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -560760.000000
Condivisa, 9, domenica, "[00:00:00; 00:00:00]", "[1.005834; 1.007769]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -515257.500000
Condivisa, 10, lunedì, "[00:00:00; 00:00:00]", "[1.003160; 1.004724]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -590965.000000
Condivisa, 10, martedì, "[00:00:00; 00:00:00]", "[1.002243; 1.003499]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -568142.500000
Condivisa, 10, mercoledì, "[00:00:00; 00:00:00]", "[1.003527; 1.005115]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -602740.000000
Condivisa, 10, giovedì, "[00:00:00; 00:00:00]", "[1.003018; 1.003996]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -599777.500000
Condivisa, 10, venerdì, "[00:00:00; 00:00:00]", "[1.002713; 1.003978]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -594962.500000
Condivisa, 10, sabato, "[00:00:00; 00:00:00]", "[1.002172; 1.003321]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -558160.000000
Condivisa, 10, domenica, "[00:00:00; 00:00:00]", "[1.001794; 1.002646]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -512657.500000
Pseudo-Casuale, 2, lunedì, "[00:07:25; 00:07:34]", "[11.446468; 11.603487]", "[00:00:50; 00:03:06]", "[2105.656232; 2171.743768]", "[4084.800716; 4141.399284]", 10, 1535206.000000
Pseudo-Casuale, 2, martedì, "[00:07:30; 00:07:38]", "[11.574638; 11.732468]", "[00:00:41; 00:02:33]", "[1962.652563; 2011.847437]", "[3934.155351; 3987.744649]", 10, 1435207.000000
Pseudo-Casuale, 2, mercoledì, "[00:07:25; 00:07:33]", "[11.465170; 11.633167]", "[00:00:43; 00:02:39]", "[2191.080234; 2254.219766]", "[4162.401890; 4220.798110]", 10, 1590286.000000
Pseudo-Casuale, 2, giovedì, "[00:07:18; 00:07:23]", "[11.268948; 11.367674]", "[00:00:19; 00:01:12]", "[2158.935417; 2217.864583]", "[4144.265548; 4199.434452]", 10, 1568551.000000
Pseudo-Casuale, 2, venerdì, "[00:07:19; 00:07:23]", "[11.282267; 11.403298]", "[00:00:12; 00:00:46]", "[2128.071227; 2184.928773]", "[4112.035630; 4167.464370]", 10, 1547485.000000
Pseudo-Casuale, 2, sabato, "[00:07:26; 00:07:35]", "[11.498686; 11.706104]", "[00:01:01; 00:03:47]", "[1882.763276; 1935.736724]", "[3869.193558; 3919.606442]", 10, 1384414.000000
Pseudo-Casuale, 2, domenica, "[00:07:17; 00:07:31]", "[11.240158; 11.572681]", "[00:02:14; 00:08:17]", "[1608.082012; 1669.317988]", "[3561.404015; 3620.695985]", 10, 1203883.000000
Pseudo-Casuale, 3, lunedì, "[00:07:19; 00:07:32]", "[11.296039; 11.600631]", "[00:01:52; 00:06:53]", "[1147.441415; 1202.758585]", "[4084.800716; 4141.399284]", 10, 959646.000000
Pseudo-Casuale, 3, martedì, "[00:07:07; 00:07:22]", "[11.013490; 11.383831]", "[00:02:29; 00:09:12]", "[1000.411273; 1053.488727]", "[3934.155351; 3987.744649]", 10, 861627.000000
Pseudo-Casuale, 3, mercoledì, "[00:07:19; 00:07:33]", "[11.307916; 11.644147]", "[00:02:16; 00:08:22]", "[1228.658438; 1283.141562]", "[4162.401890; 4220.798110]", 10, 1012836.000000
Pseudo-Casuale, 3, giovedì, "[00:07:32; 00:07:41]", "[11.625416; 11.821611]", "[00:00:53; 00:03:17]", "[1191.216708; 1254.783292]", "[4144.265548; 4199.434452]", 10, 991911.000000
Pseudo-Casuale, 3, venerdì, "[00:07:34; 00:07:42]", "[11.642981; 11.809716]", "[00:00:43; 00:02:40]", "[1161.037319; 1224.362681]", "[4112.035630; 4167.464370]", 10, 971805.000000
Pseudo-Casuale, 3, sabato, "[00:06:49; 00:07:03]", "[10.600901; 10.927483]", "[00:01:59; 00:07:20]", "[963.856947; 1023.043053]", "[3869.193558; 3919.606442]", 10, 720702.000000
Pseudo-Casuale, 3, domenica, "[00:05:58; 00:06:16]", "[9.430202; 9.824631]", "[00:03:27; 00:12:43]", "[780.034257; 839.165743]", "[3561.404015; 3620.695985]", 10, 601291.500000
Pseudo-Casuale, 4, lunedì, "[00:05:05; 00:05:31]", "[8.166202; 8.758126]", "[00:07:14; 00:26:39]", "[345.572479; 403.027521]", "[4084.800716; 4141.399284]", 10, 234980.000000
Pseudo-Casuale, 4, martedì, "[00:04:45; 00:05:10]", "[7.698082; 8.291437]", "[00:07:16; 00:26:48]", "[243.535763; 292.864237]", "[3934.155351; 3987.744649]", 10, 171320.000000
Pseudo-Casuale, 4, mercoledì, "[00:05:30; 00:05:54]", "[8.752258; 9.333361]", "[00:06:47; 00:25:01]", "[406.145845; 457.354155]", "[4162.401890; 4220.798110]", 10, 269450.000000
Pseudo-Casuale, 4, giovedì, "[00:05:23; 00:05:50]", "[8.592525; 9.211809]", "[00:08:07; 00:29:55]", "[345.641073; 402.158927]", "[4144.265548; 4199.434452]", 10, 234740.000000
Pseudo-Casuale, 4, venerdì, "[00:05:17; 00:05:46]", "[8.461234; 9.130575]", "[00:09:21; 00:34:28]", "[302.497837; 355.302163]", "[4112.035630; 4167.464370]", 10, 207740.000000
Pseudo-Casuale, 4, sabato, "[00:04:38; 00:05:06]", "[7.555805; 8.195185]", "[00:08:27; 00:31:11]", "[213.521081; 265.178919]", "[3869.193558; 3919.606442]", 10, 154010.000000
Pseudo-Casuale, 4, domenica, "[00:04:13; 00:04:40]", "[6.934121; 7.570335]", "[00:08:01; 00:29:34]", "[188.370251; 234.529749]", "[3561.404015; 3620.695985]", 10, 137270.000000
Pseudo-Casuale, 5, lunedì, "[00:01:39; 00:02:00]", "[3.350257; 3.835184]", "[00:04:44; 00:17:27]", "[9.859207; 30.640793]", "[4084.800716; 4141.399284]", 10, -345029.000000
Pseudo-Casuale, 5, martedì, "[00:00:56; 00:01:11]", "[2.331514; 2.674893]", "[00:02:20; 00:08:37]", "[-0.437200; 1.237200]", "[3934.155351; 3987.744649]", 10, -343245.500000
Pseudo-Casuale, 5, mercoledì, "[00:01:49; 00:02:10]", "[3.563524; 4.056567]", "[00:04:47; 00:17:40]", "[6.774012; 22.425988]", "[4162.401890; 4220.798110]", 10, -355484.000000
Pseudo-Casuale, 5, giovedì, "[00:01:33; 00:01:58]", "[3.195155; 3.778191]", "[00:06:47; 00:25:00]", "[6.031462; 23.468538]", "[4144.265548; 4199.434452]", 10, -353616.500000
Pseudo-Casuale, 5, venerdì, "[00:01:13; 00:01:29]", "[2.722887; 3.100715]", "[00:02:50; 00:10:27]", "[-0.455178; 2.655178]", "[4112.035630; 4167.464370]", 10, -358917.500000
Pseudo-Casuale, 5, sabato, "[00:00:56; 00:01:12]", "[2.318321; 2.707059]", "[00:02:59; 00:11:00]", "[-0.932132; 3.532132]", "[3869.193558; 3919.606442]", 10, -336716.000000
Pseudo-Casuale, 5, domenica, "[00:00:48; 00:00:57]", "[2.126468; 2.347775]", "[00:00:56; 00:03:29]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -417926.000000
Pseudo-Casuale, 6, lunedì, "[00:00:24; 00:00:26]", "[1.565146; 1.623077]", "[00:00:04; 00:00:14]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -477972.000000
Pseudo-Casuale, 6, martedì, "[00:00:19; 00:00:21]", "[1.461903; 1.505214]", "[00:00:02; 00:00:07]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -459714.000000
Pseudo-Casuale, 6, mercoledì, "[00:00:25; 00:00:27]", "[1.596312; 1.653772]", "[00:00:03; 00:00:13]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -487392.000000
Pseudo-Casuale, 6, giovedì, "[00:00:24; 00:00:26]", "[1.566546; 1.617418]", "[00:00:03; 00:00:11]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -485022.000000
Pseudo-Casuale, 6, venerdì, "[00:00:22; 00:00:23]", "[1.519328; 1.561599]", "[00:00:02; 00:00:07]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -481170.000000
Pseudo-Casuale, 6, sabato, "[00:00:19; 00:00:20]", "[1.448645; 1.490226]", "[00:00:02; 00:00:07]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -451728.000000
Pseudo-Casuale, 6, domenica, "[00:00:16; 00:00:18]", "[1.395665; 1.437338]", "[00:00:02; 00:00:07]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -415326.000000
Pseudo-Casuale, 7, lunedì, "[00:00:12; 00:00:13]", "[1.286647; 1.308351]", "[00:00:00; 00:00:02]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -475372.000000
Pseudo-Casuale, 7, martedì, "[00:00:10; 00:00:11]", "[1.245303; 1.263064]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -457114.000000
Pseudo-Casuale, 7, mercoledì, "[00:00:13; 00:00:13]", "[1.306712; 1.324677]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -484792.000000
Pseudo-Casuale, 7, giovedì, "[00:00:12; 00:00:13]", "[1.290595; 1.312213]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -482422.000000
Pseudo-Casuale, 7, venerdì, "[00:00:11; 00:00:12]", "[1.272087; 1.291327]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -478570.000000
Pseudo-Casuale, 7, sabato, "[00:00:10; 00:00:10]", "[1.237633; 1.254852]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -449128.000000
Pseudo-Casuale, 7, domenica, "[00:00:09; 00:00:09]", "[1.216159; 1.234671]", "[00:00:00; 00:00:01]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -412726.000000
Pseudo-Casuale, 8, lunedì, "[00:00:06; 00:00:07]", "[1.162172; 1.175185]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -472772.000000
Pseudo-Casuale, 8, martedì, "[00:00:05; 00:00:06]", "[1.134258; 1.144664]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -454514.000000
Pseudo-Casuale, 8, mercoledì, "[00:00:07; 00:00:07]", "[1.171278; 1.182594]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -482192.000000
Pseudo-Casuale, 8, giovedì, "[00:00:06; 00:00:07]", "[1.163152; 1.175242]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -479822.000000
Pseudo-Casuale, 8, venerdì, "[00:00:06; 00:00:06]", "[1.152204; 1.164278]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -475970.000000
Pseudo-Casuale, 8, sabato, "[00:00:05; 00:00:06]", "[1.133061; 1.146389]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -446528.000000
Pseudo-Casuale, 8, domenica, "[00:00:04; 00:00:05]", "[1.116534; 1.130154]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -410126.000000
Pseudo-Casuale, 9, lunedì, "[00:00:03; 00:00:04]", "[1.086674; 1.097947]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -470172.000000
Pseudo-Casuale, 9, martedì, "[00:00:03; 00:00:03]", "[1.073216; 1.080476]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -451914.000000
Pseudo-Casuale, 9, mercoledì, "[00:00:04; 00:00:04]", "[1.094961; 1.104273]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -479592.000000
Pseudo-Casuale, 9, giovedì, "[00:00:03; 00:00:04]", "[1.088741; 1.097269]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -477222.000000
Pseudo-Casuale, 9, venerdì, "[00:00:03; 00:00:03]", "[1.082002; 1.091920]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -473370.000000
Pseudo-Casuale, 9, sabato, "[00:00:02; 00:00:03]", "[1.069824; 1.081386]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -443928.000000
Pseudo-Casuale, 9, domenica, "[00:00:02; 00:00:02]", "[1.059295; 1.070240]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -407526.000000
Pseudo-Casuale, 10, lunedì, "[00:00:01; 00:00:02]", "[1.043420; 1.051250]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4084.800716; 4141.399284]", 10, -467572.000000
Pseudo-Casuale, 10, martedì, "[00:00:01; 00:00:01]", "[1.033970; 1.040087]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3934.155351; 3987.744649]", 10, -449314.000000
Pseudo-Casuale, 10, mercoledì, "[00:00:02; 00:00:02]", "[1.047618; 1.054867]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4162.401890; 4220.798110]", 10, -476992.000000
Pseudo-Casuale, 10, giovedì, "[00:00:01; 00:00:02]", "[1.044496; 1.052342]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4144.265548; 4199.434452]", 10, -474622.000000
Pseudo-Casuale, 10, venerdì, "[00:00:01; 00:00:01]", "[1.038262; 1.045439]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[4112.035630; 4167.464370]", 10, -470770.000000
Pseudo-Casuale, 10, sabato, "[00:00:01; 00:00:01]", "[1.033051; 1.039495]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3869.193558; 3919.606442]", 10, -441328.000000
Pseudo-Casuale, 10, domenica, "[00:00:01; 00:00:01]", "[1.029156; 1.035698]", "[00:00:00; 00:00:00]", "[0.000000; 0.000000]", "[3561.404015; 3620.695985]", 10, -404926.000000
Selettiva, 3, lunedì, "[00:06:29; 00:06:41]", "[8.591380; 8.764858]", "[00:01:36; 00:05:54]", "[1231.685547; 1286.914453]", "[4084.800716; 4141.399284]", 10, 886773.000000
Selettiva, 3, martedì, "[00:06:19; 00:06:29]", "[8.421269; 8.577332]", "[00:01:08; 00:04:14]", "[1094.189063; 1145.810937]", "[3934.155351; 3987.744649]", 10, 798628.500000
Selettiva, 3, mercoledì, "[00:06:36; 00:06:49]", "[8.737726; 8.889498]", "[00:01:49; 00:06:42]", "[1308.998055; 1361.801945]", "[4162.401890; 4220.798110]", 10, 934788.000000
Selettiva, 3, giovedì, "[00:06:34; 00:06:47]", "[8.742318; 8.903991]", "[00:02:00; 00:07:25]", "[1269.883977; 1321.816023]", "[4144.265548; 4199.434452]", 10, 910465.500000
Selettiva, 3, venerdì, "[00:06:33; 00:06:46]", "[8.731727; 8.887037]", "[00:01:50; 00:06:49]", "[1230.924701; 1281.875299]", "[4112.035630; 4167.464370]", 10, 885832.500000
Selettiva, 3, sabato, "[00:06:12; 00:06:21]", "[8.265577; 8.396829]", "[00:00:51; 00:03:10]", "[1054.752815; 1107.247185]", "[3869.193558; 3919.606442]", 10, 773232.000000
Selettiva, 3, domenica, "[00:05:38; 00:05:49]", "[7.578161; 7.771552]", "[00:01:28; 00:05:25]", "[871.478288; 927.021712]", "[3561.404015; 3620.695985]", 10, 547350.000000
Selettiva, 4, lunedì, "[00:03:54; 00:04:03]", "[4.231670; 4.321672]", "[00:00:53; 00:03:18]", "[713.385156; 742.114844]", "[4084.800716; 4141.399284]", 10, 323657.000000
Selettiva, 4, martedì, "[00:03:49; 00:03:57]", "[4.158936; 4.234478]", "[00:00:45; 00:02:49]", "[648.675184; 674.424816]", "[3934.155351; 3987.744649]", 10, 288501.500000
